"id"	"耐旱性"	"科名"	"保存编号"	"库编号"	"锈脚"	"原产地"	"鲜皮厚度"	"叶色"	"雌蕾色"	"根型"	"花叶病"	"麻骨色"	"原麻产量"	"叶形"	"备注"	"分株力"	"雌蕾现蕾期"	"蔸型"	"译名"	"单纤维强力"	"生长整齐度"	"品种名称"	"生长均匀度"	"抗风性"	"工艺成熟天"	"叶面皱纹"	"省"	"学名"	"统一编号"	"雌花开花期"	"保存单位"	"单纤支数"	"属名"	"鲜皮出麻率"	"种子来源"	"株高"	"有效株率"	"茎粗"	"单位编号"	"米色"	"抽穗日数"	"北纬"	"粒色"	"高程"	"单株秆重"	"粗蛋白"	"东经"	"主茎节数"	"刺毛长度"	"单株粒重"	"蚕豆"	"脂肪酸160"
"191"	"中"	"Urticaceae(荨麻科)"	"1221"	"--"	"长"	"鄂恩施县"	"0.42"	"绿"	"淡红"	"中"	"MS"	"绿白"	"30.9"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"DA JI XIAN MA 2 HAO"	"34.8"	"较整齐"	"大集线麻2号"	"较均匀"	"中"	"145"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001085"	"9月中旬"	"中国农科院麻类所"	"1982"	"Boehmeria(苎麻属)"	"8.6"	"鄂恩施县"	"109.0"	"68.3"	"0.66"														
"192"	"中"	"Urticaceae(荨麻科)"	"1222"	"--"	"长"	"鄂恩施县"	"0.74"	"绿"	"淡红"	"中"	"I"	"黄白"	"140.7"	"心形"	"--"	"中"	"8月下旬"	"散生"	"SU JIA ZHAI XIAN MA 2 HAO"	"--"	"较整齐"	"苏家寨线麻2号"	"较均匀"	"中"	"167"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001086"	"9月中旬"	"中国农科院麻类所"	"1409"	"Boehmeria(苎麻属)"	"12.6"	"鄂恩施县"	"144.0"	"65.5"	"0.80"														
"193"	"中"	"Urticaceae(荨麻科)"	"1226"	"--"	"长"	"鄂恩施县"	"0.75"	"绿"	"红"	"中"	"S"	"黄白"	"128.7"	"尖椭"	"--"	"中"	"9月上旬"	"散生"	"MAN YUAN CHUAN 1 HAO"	"--"	"较整齐"	"满园串1号"	"均匀"	"中"	"190"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001090"	"9月中旬"	"中国农科院麻类所"	"1057"	"Boehmeria(苎麻属)"	"13.7"	"鄂恩施县"	"140.0"	"73.2"	"0.81"														
"194"	"弱"	"Urticaceae(荨麻科)"	"1227"	"--"	"短"	"鄂鹤峰县"	"0.65"	"绿"	"微红"	"浅"	"I"	"绿白"	"97.7"	"卵圆"	"--"	"强"	"9月上旬"	"串生"	"TAO SHAN YE MA 3 HAO"	"--"	"较整齐"	"桃山野麻3号"	"较均匀"	"弱"	"189"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001091"	"9月中旬"	"中国农科院麻类所"	"1256"	"Boehmeria(苎麻属)"	"12.8"	"鄂鹤峰县"	"147.0"	"76.1"	"0.78"														
"195"	"中"	"Urticaceae(荨麻科)"	"1229"	"--"	"长"	"鄂恩施县"	"0.71"	"深绿"	"淡红"	"中"	"S"	"绿白"	"142.0"	"尖椭"	"--"	"中"	"8月下旬"	"散生"	"HONG TOU JI GU BAI 1 HAO"	"--"	"较整齐"	"红头鸡骨白1号"	"较均匀"	"中"	"190"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001093"	"9月下旬"	"中国农科院麻类所"	"1211"	"Boehmeria(苎麻属)"	"12.8"	"鄂恩施县"	"157.0"	"76.0"	"0.84"														
"196"	"中"	"Urticaceae(荨麻科)"	"1230"	"--"	"长"	"鄂恩施县"	"--"	"黄绿"	"淡红"	"深"	"I"	"白绿"	"--"	"椭圆"	"--"	"中"	"8月下旬"	"丛生"	"HONG TOU JI GU BAI 2 HAO"	"--"	"较整齐"	"红头鸡骨白2号"	"较均匀"	"中"	"187"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001094"	"9月中旬"	"中国农科院麻类所"	"--"	"Boehmeria(苎麻属)"	"--"	"鄂恩施县"	"--"	"75.0"	"--"														
"197"	"中"	"Urticaceae(荨麻科)"	"1074"	"--"	"长"	"粤信宜县"	"0.59"	"黄绿"	"黄白"	"中"	"MS"	"黄白"	"50.8"	"卵圆"	"--"	"中"	"9月下旬"	"散生"	"ZHEN ZHU 3 HAO"	"--"	"较整齐"	"真苎3号"	"不均匀"	"中"	"191"	"多"	"广东"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001095"	"10月上旬"	"中国农科院麻类所"	"1444"	"Boehmeria(苎麻属)"	"10.8"	"粤信宜县"	"117.0"	"57.4"	"0.69"														
"198"	"弱"	"Urticaceae(荨麻科)"	"1075"	"--"	"长"	"闽宁德县"	"0.56"	"绿"	"黄白"	"浅"	"S"	"黄白"	"48.3"	"卵圆"	"--"	"强"	"9月上旬"	"串生"	"NING DE ZHU 6 HAO"	"--"	"较整齐"	"宁德苎6号"	"较均匀"	"弱"	"187"	"多"	"福建"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001096"	"9月中旬"	"中国农科院麻类所"	"1126"	"Boehmeria(苎麻属)"	"10.8"	"闽宁德县"	"107.0"	"46.7"	"0.61"														
"199"	"弱"	"Urticaceae(荨麻科)"	"1076"	"--"	"长"	"闽蒲城县"	"0.60"	"绿"	"微红"	"浅"	"S"	"黄白"	"65.8"	"尖椭"	"--"	"强"	"8月下旬"	"串生"	"PU CHENG ZHU 3 HAO"	"--"	"较整齐"	"蒲城苎3号"	"较均匀"	"弱"	"195"	"多"	"福建"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001097"	"9月上旬"	"中国农科院麻类所"	"1668"	"Boehmeria(苎麻属)"	"9.2"	"闽蒲城县"	"121.0"	"62.3"	"0.71"														
"200"	"中"	"Urticaceae(荨麻科)"	"1077"	"--"	"长"	"闽宁德县"	"0.66"	"绿"	"微红"	"中"	"MR"	"黄白"	"96.4"	"尖椭"	"--"	"中"	"9月上旬"	"散生"	"NING DE ZHU 7 HAO"	"--"	"不整齐"	"宁德苎7号"	"较均匀"	"中"	"186"	"少"	"福建"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001098"	"9月中旬"	"中国农科院麻类所"	"1171"	"Boehmeria(苎麻属)"	"10.8"	"闽宁德县"	"138.0"	"60.2"	"0.81"														
"201"	"强"	"Urticaceae(荨麻科)"	"139"	"439"	"长"	"黔大方县"	"0.55"	"深绿"	"淡红"	"浅"	"MR"	"绿白"	"110.0"	"卵圆"	"--"	"强"	"8月上旬"	"串生"	"daqingganma1hao"	"29.6"	"整齐"	"大方青秆麻1号"	"均匀"	"强"	"169"	"多"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00496"	"8月中旬"	"贵州省麻科所"	"2811"	"Boehmeria(苎麻属)"	"8.9"	"黔大方县"	"152.0"	"60.3"	"0.82"														
"202"	"强"	"Urticaceae(荨麻科)"	"140"	"416"	"长"	"黔大方县"	"0.58"	"深绿"	"黄绿"	"浅"	"MR"	"绿白"	"65.0"	"卵圆"	"--"	"强"	"8月上旬"	"串生"	"daqingganma2hao"	"54.0"	"较整齐"	"大方青秆麻2号"	"较均匀"	"强"	"172"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00497"	"8月中旬"	"贵州省麻科所"	"1683"	"Boehmeria(苎麻属)"	"7.1"	"黔大方县"	"153.0"	"56.1"	"0.92"														
"203"	"强"	"Urticaceae(荨麻科)"	"145"	"643"	"长"	"黔毕节县"	"0.47"	"绿"	"黄白"	"中"	"MS"	"绿白"	"60.0"	"卵圆"	"--"	"弱"	"8月上旬"	"散生"	"bijieqingganma1hao"	"50.2"	"不整齐"	"毕节青秆麻1号"	"不均匀"	"强"	"181"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00502"	"8月下旬"	"贵州省麻科所"	"2189"	"Boehmeria(苎麻属)"	"8.0"	"黔毕节县"	"133.0"	"51.3"	"0.81"														
"204"	"强"	"Urticaceae(荨麻科)"	"146"	"641"	"长"	"黔毕节县"	"0.60"	"深绿"	"红"	"中"	"MR"	"绿白"	"135.0"	"近圆"	"--"	"强"	"8月上旬"	"散生"	"bijieqingganma2hao"	"46.2"	"整齐"	"毕节青秆麻2号"	"较均匀"	"强"	"177"	"少"	"贵州"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00503"	"8月下旬"	"贵州省麻科所"	"1668"	"Boehmeria(苎麻属)"	"9.3"	"黔毕节县"	"178.0"	"71.4"	"1.08"														
