"id"	"备注"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"粒型"	"赤斑病评价"	"支链淀粉"	"赤斑病级"	"丙氨酸"	"锈病指数"	"译名"	"粒色"	"色氨酸"	"有效枝"	"属名"	"粗脂肪"	"省"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蚜害病指数"	"亮氨酸"	"熟性"	"褐斑病评价"	"谷氨酸"	"荚宽"	"粗蛋白"	"百粒重"	"粒形"	"成熟期"	"精氨酸"	"直链淀粉"	"库编号"	"品种名称"	"均匀度"	"苏氨酸"	"蛋氨酸"	"保存编号"	"学名"	"褐斑病级"	"播种期"	"种子来源"	"锈病病级"	"原产地"	"抗涝性"	"脯氨酸"	"株高"	"组氨酸"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"蚜害病级"	"锈病评价"	"单株产量"	"褐斑病指数"	"苯丙氨酸"	"胱氨酸"	"总淀粉"	"荚长"	"赤斑病指数"	"总和"	"科名"	"苗期耐盐"	"穗形"	"酪氨酸"	"穗柄长"	"蛋白质"	"赖氨占蛋白"	"脂肪"	"锤度"	"分枝数"	"来源地"	"结荚习性"	"分蘖性"	"荚色"	"引入时间"	"生长习性"	"丝黑穗病率"	"灌浆抗寒性"	"高程"	"水份"	"颖壳包皮度"	"幼苗色"	"壳色"	"苗期抗寒性"
"352"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.5"	"213"	"中"	"--"	"--"	"--"	"--"	"--"	"8043"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.6"	"--"	"94.0"	"中薄"	"5.30"	"--"	"--"	"I2M01992"	"8043"	"均匀"	"--"	"--"	"C129"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及 ?"	"--"	"埃及 ?"	"--"	"--"	"94.0"	"--"	"19.2"	"浙江农科院作物所"	"--"	"--"	"H0000529"	"--"	"--"	"43.0"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"353"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"210"	"中"	"--"	"--"	"--"	"--"	"--"	"8044"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.7"	"--"	"91.0"	"窄厚"	"5.27"	"--"	"--"	"I2M02651"	"8044"	"不均"	"--"	"--"	"C130"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"97.0"	"--"	"18.4"	"浙江农科院作物所"	"--"	"--"	"H0000530"	"--"	"--"	"31.0"	"--"	"--"	"--"	"--"	"9.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"354"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"210"	"中"	"--"	"29.89"	"--"	"--"	"--"	"8045"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"1.12"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"24.82"	"72.0"	"中厚"	"5.27"	"--"	"9.65"	"I2M01653"	"8045"	"中"	"--"	"--"	"C131"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"98.0"	"--"	"21.2"	"浙江农科院作物所"	"--"	"--"	"H0000531"	"--"	"--"	"32.0"	"--"	"--"	"--"	"39.54"	"--"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"355"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"210"	"中"	"--"	"--"	"--"	"--"	"--"	"8046"	"乳白"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.6"	"--"	"99.0"	"中厚"	"5.27"	"--"	"--"	"I2M01654"	"8046"	"中"	"--"	"--"	"C132"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"105.0"	"--"	"15.4"	"浙江农科院作物所"	"--"	"--"	"H0000532"	"--"	"--"	"35.0"	"--"	"--"	"--"	"--"	"8.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"356"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.4"	"213"	"小"	"--"	"29.60"	"--"	"--"	"--"	"8051"	"乳白"	"--"	"2.6"	"Vicia(巢菜属)"	"1.74"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.3"	"23.80"	"53.0"	"窄厚"	"5.30"	"--"	"11.15"	"I2M01993"	"8051"	"中"	"--"	"--"	"C137"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"85.0"	"--"	"24.8"	"浙江农科院作物所"	"--"	"--"	"H0000533"	"--"	"--"	"29.0"	"--"	"--"	"--"	"40.75"	"6.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"357"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.5"	"210"	"中"	"--"	"31.65"	"--"	"--"	"--"	"8052"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"1.78"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"24.93"	"84.0"	"中厚"	"5.27"	"--"	"9.87"	"I2M01655"	"8052"	"中"	"--"	"--"	"C138"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"84.0"	"--"	"16.2"	"浙江农科院作物所"	"--"	"--"	"H0000534"	"--"	"--"	"31.0"	"--"	"--"	"--"	"41.52"	"7.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"358"	"--"	"--"	"--"	"--"	"国外"	"白"	"5.4"	"210"	"小"	"--"	"--"	"--"	"--"	"--"	"8009"	"乳白"	"--"	"1.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.2"	"--"	"46.0"	"窄厚"	"5.27"	"--"	"--"	"I2M01656"	"8009"	"不均"	"--"	"--"	"C95"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"100.0"	"--"	"8.6"	"浙江农科院作物所"	"--"	"--"	"H0000535"	"--"	"--"	"23.0"	"--"	"--"	"--"	"--"	"7.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"359"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.3"	"210"	"小"	"--"	"31.64"	"--"	"--"	"--"	"8056"	"乳白"	"--"	"4.2"	"Vicia(巢菜属)"	"1.81"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.3"	"24.55"	"51.0"	"窄厚"	"5.27"	"--"	"9.33"	"I2M01994"	"8056"	"中"	"--"	"--"	"C142"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"89.0"	"--"	"23.4"	"浙江农科院作物所"	"--"	"--"	"H0000536"	"--"	"--"	"29.0"	"--"	"--"	"--"	"40.97"	"7.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"360"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.2"	"210"	"中"	"--"	"--"	"--"	"--"	"--"	"8021"	"乳白"	"--"	"4.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.6"	"--"	"85.0"	"窄厚"	"5.27"	"--"	"--"	"I2M01995"	"8021"	"中"	"--"	"--"	"C107"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"91.0"	"--"	"27.4"	"浙江农科院作物所"	"--"	"--"	"H0000537"	"--"	"--"	"40.0"	"--"	"--"	"--"	"--"	"7.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"361"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.5"	"210"	"中"	"--"	"31.64"	"--"	"--"	"--"	"8032"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"1.44"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.7"	"25.88"	"70.0"	"窄厚"	"5.27"	"--"	"9.84"	"I2M01996"	"8032"	"中"	"--"	"--"	"C118"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"94.0"	"--"	"34.0"	"浙江农科院作物所"	"--"	"--"	"H0000538"	"--"	"--"	"30.0"	"--"	"--"	"--"	"41.52"	"12.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"362"	"--"	"HS"	"--"	"--"	"国外"	"白"	"1.7"	"208"	"小"	"MR"	"31.61"	"3"	"--"	"--"	"8077"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"1.84"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"MR"	"--"	"1.3"	"29.15"	"47.0"	"窄厚"	"5.25"	"--"	"11.34"	"I2M01657"	"8077"	"不均"	"--"	"--"	"C163"	"Vicia faba L.(蚕豆)"	"0-5"	"10.29"	"埃及"	"--"	"埃及"	"5"	"--"	"81.0"	"--"	"15.3"	"浙江农科院作物所"	"--"	"--"	"H0000539"	"9"	"--"	"15.0"	"35.2"	"--"	"--"	"40.04"	"6.6"	"36.1"	"--"	"Leguminosae(豆科)"	"--"																						
"363"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"210"	"小"	"--"	"--"	"--"	"--"	"--"	"8014"	"乳白"	"--"	"2.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.7"	"--"	"92.0"	"窄厚"	"5.27"	"--"	"--"	"I2M01997"	"8014"	"中"	"--"	"--"	"C100"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"埃及"	"--"	"埃及"	"--"	"--"	"108.6"	"--"	"16.0"	"浙江农科院作物所"	"--"	"--"	"H0000540"	"--"	"--"	"13.0"	"--"	"--"	"--"	"--"	"8.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"364"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.5"	"207"	"大"	"--"	"31.65"	"--"	"--"	"--"	"7033"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"1.74"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.2"	"29.47"	"135.0"	"阔薄"	"5.24"	"--"	"8.55"	"I2M01998"	"7033"	"中"	"--"	"--"	"C33"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"阿尔及利亚"	"--"	"阿尔及利亚"	"--"	"--"	"63.3"	"--"	"7.6"	"浙江农科院作物所"	"--"	"--"	"H0000541"	"--"	"--"	"23.4"	"--"	"--"	"--"	"40.20"	"12.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"365"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.4"	"207"	"中"	"--"	"33.35"	"--"	"--"	"--"	"7034"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"1.78"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.9"	"24.56"	"118.0"	"中薄"	"5.24"	"--"	"8.17"	"I2M01999"	"7034"	"中"	"--"	"--"	"C34"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"阿尔及利亚"	"--"	"阿尔及利亚"	"--"	"--"	"74.4"	"--"	"10.4"	"浙江农科院作物所"	"--"	"--"	"H0000542"	"--"	"--"	"28.0"	"--"	"--"	"--"	"41.52"	"9.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"366"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.9"	"209"	"大"	"--"	"33.67"	"--"	"--"	"--"	"7036"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"1.66"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.2"	"24.34"	"156.0"	"阔薄"	"5.26"	"--"	"8.62"	"I2M02624"	"7036"	"中"	"--"	"--"	"C36"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"阿尔及利亚"	"--"	"阿尔及利亚"	"--"	"--"	"81.8"	"--"	"9.6"	"浙江农科院作物所"	"--"	"--"	"H0000543"	"--"	"--"	"27.0"	"--"	"--"	"--"	"42.29"	"10.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"367"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.9"	"209"	"大"	"--"	"--"	"--"	"--"	"--"	"7035"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.0"	"--"	"120.0"	"中厚"	"5.26"	"--"	"--"	"I2M01658"	"7035"	"不均"	"--"	"--"	"C35"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"突尼斯"	"--"	"突尼斯"	"--"	"--"	"84.8"	"--"	"10.6"	"浙江农科院作物所"	"--"	"--"	"H0000544"	"--"	"--"	"21.0"	"--"	"--"	"--"	"--"	"8.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"368"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.6"	"210"	"中"	"--"	"29.06"	"--"	"--"	"--"	"8048"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"1.41"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.7"	"24.25"	"91.5"	"中厚"	"5.27"	"--"	"9.71"	"I2M02000"	"8048"	"中"	"--"	"--"	"C134"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"突尼斯"	"--"	"突尼斯"	"--"	"--"	"99.2"	"--"	"16.6"	"浙江农科院作物所"	"--"	"--"	"H0000545"	"--"	"--"	"34.0"	"--"	"--"	"--"	"38.77"	"8.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"369"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"210"	"中"	"--"	"--"	"--"	"--"	"--"	"8016"	"乳白"	"--"	"4.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.0"	"--"	"110.0"	"中厚"	"5.27"	"--"	"--"	"I2M02001"	"8016"	"中"	"--"	"--"	"C102"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"摩洛哥"	"--"	"摩洛哥"	"--"	"--"	"98.0"	"--"	"16.8"	"浙江农科院作物所"	"--"	"--"	"H0000546"	"--"	"--"	"39.0"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"370"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.2"	"210"	"中"	"--"	"32.06"	"--"	"--"	"--"	"8017"	"乳白"	"--"	"3.4"	"Vicia(巢菜属)"	"1.86"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.6"	"28.72"	"98.0"	"中厚"	"5.27"	"--"	"11.77"	"I2M01659"	"8017"	"不均"	"--"	"--"	"C103"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"摩洛哥"	"--"	"摩洛哥"	"--"	"--"	"104.0"	"--"	"19.2"	"浙江农科院作物所"	"--"	"--"	"H0000547"	"--"	"--"	"31.0"	"--"	"--"	"--"	"43.83"	"7.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"371"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.7"	"205"	"中"	"--"	"28.59"	"--"	"--"	"--"	"7022"	"乳白"	"--"	"3.0"	"Vicia(巢菜属)"	"1.49"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.8"	"23.31"	"104.0"	"中厚"	"5.22"	"--"	"9.74"	"I2M02002"	"7022"	"不均"	"--"	"--"	"C22"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"西班牙"	"--"	"西班牙"	"--"	"--"	"78.4"	"--"	"10.6"	"浙江农科院作物所"	"--"	"--"	"H0000548"	"--"	"--"	"16.0"	"--"	"--"	"--"	"38.33"	"8.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"372"	"--"	"--"	"--"	"--"	"国外"	"白"	"3.9"	"207"	"大"	"S"	"--"	"7"	"--"	"--"	"7045"	"乳白"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.1"	"--"	"163.5"	"阔厚"	"5.24"	"--"	"--"	"I2M02627"	"7045"	"均匀"	"--"	"--"	"C45"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"西班牙"	"--"	"西班牙"	"--"	"--"	"81.6"	"--"	"6.6"	"浙江农科院作物所"	"--"	"--"	"H0000549"	"--"	"--"	"40.0"	"--"	"--"	"--"	"--"	"17.9"	"76.8"	"--"	"Leguminosae(豆科)"	"--"																						
"373"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.3"	"210"	"中"	"--"	"--"	"--"	"--"	"--"	"8020"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.7"	"--"	"95.0"	"窄厚"	"5.27"	"--"	"--"	"I2M02646"	"8020"	"中"	"--"	"--"	"C106"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"西班牙"	"--"	"西班牙"	"--"	"--"	"95.2"	"--"	"18.6"	"浙江农科院作物所"	"--"	"--"	"H0000550"	"--"	"--"	"38.0"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"374"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"207"	"中"	"--"	"32.12"	"--"	"--"	"--"	"8034"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"1.60"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.6"	"23.74"	"94.5"	"中厚"	"5.24"	"--"	"9.84"	"I2M02003"	"8034"	"不均"	"--"	"--"	"C120"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"西班牙"	"--"	"西班牙"	"--"	"--"	"89.6"	"--"	"14.2"	"浙江农科院作物所"	"--"	"--"	"H0000551"	"--"	"--"	"26.0"	"--"	"--"	"--"	"41.96"	"9.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"375"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.4"	"210"	"中"	"--"	"29.49"	"--"	"--"	"--"	"8055"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"1.77"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"24.77"	"112.0"	"--"	"5.27"	"--"	"10.16"	"I2M02004"	"8055"	"不均"	"--"	"--"	"C141"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"西班牙"	"--"	"西班牙"	"--"	"--"	"96.4"	"--"	"16.2"	"浙江农科院作物所"	"--"	"--"	"H0000552"	"--"	"--"	"42.0"	"--"	"--"	"--"	"39.65"	"--"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"376"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.0"	"207"	"大"	"--"	"--"	"--"	"--"	"--"	"7060"	"乳白"	"--"	"4.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.9"	"--"	"126.0"	"阔薄"	"5.24"	"--"	"--"	"I2M02005"	"7060"	"中"	"--"	"--"	"C60"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"68.4"	"--"	"10.0"	"浙江农科院作物所"	"--"	"--"	"H0000553"	"--"	"--"	"23.0"	"--"	"--"	"--"	"--"	"10.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"377"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.7"	"205"	"中"	"--"	"--"	"--"	"--"	"--"	"7020"	"乳白"	"--"	"4.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.7"	"--"	"114.2"	"中薄"	"5.22"	"--"	"--"	"I2M01660"	"7020"	"中"	"--"	"--"	"C20"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"70.8"	"--"	"14.2"	"浙江农科院作物所"	"--"	"--"	"H0000554"	"--"	"--"	"28.0"	"--"	"--"	"--"	"--"	"8.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"378"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.9"	"208"	"中"	"--"	"--"	"--"	"--"	"--"	"7021"	"乳白"	"--"	"3.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"--"	"95.0"	"中薄"	"5.25"	"--"	"--"	"I2M02622"	"7021"	"中"	"--"	"--"	"C21"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"66.0"	"--"	"16.2"	"浙江农科院作物所"	"--"	"--"	"H0000555"	"--"	"--"	"26.0"	"--"	"--"	"--"	"--"	"6.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"379"	"--"	"--"	"--"	"--"	"国外"	"白"	"4.2"	"210"	"大"	"--"	"32.00"	"--"	"--"	"--"	"7058"	"乳白"	"--"	"3.0"	"Vicia(巢菜属)"	"1.68"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.0"	"25.71"	"135.0"	"中薄"	"5.27"	"--"	"7.98"	"I2M01661"	"7058"	"中"	"--"	"--"	"C58"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"63.4"	"--"	"5.2"	"浙江农科院作物所"	"--"	"--"	"H0000556"	"--"	"--"	"24.0"	"--"	"--"	"--"	"39.98"	"17.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"380"	"--"	"--"	"--"	"--"	"国外"	"白"	"3.1"	"209"	"大"	"--"	"33.71"	"--"	"--"	"--"	"7059"	"乳白"	"--"	"4.0"	"Vicia(巢菜属)"	"1.76"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.9"	"25.14"	"138.0"	"中薄"	"5.26"	"--"	"8.36"	"I2M01662"	"7059"	"均匀"	"--"	"--"	"C59"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"64.8"	"--"	"7.2"	"浙江农科院作物所"	"--"	"--"	"H0000557"	"--"	"--"	"29.0"	"--"	"--"	"--"	"42.07"	"13.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"381"	"--"	"--"	"--"	"--"	"国外"	"白"	"3.0"	"205"	"大"	"--"	"--"	"--"	"--"	"--"	"7017"	"乳白"	"--"	"3.0"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.9"	"--"	"131.0"	"中厚"	"5.22"	"--"	"--"	"--"	"7017"	"中"	"--"	"--"	"C17"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"64.4"	"--"	"5.6"	"浙江农科院作物所"	"--"	"--"	"H0000558"	"--"	"--"	"20.0"	"--"	"--"	"--"	"--"	"11.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"382"	"--"	"--"	"--"	"--"	"国外"	"白"	"2.1"	"205"	"中"	"--"	"35.45"	"--"	"--"	"--"	"7018"	"乳白"	"--"	"4.4"	"Vicia(巢菜属)"	"1.57"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.8"	"24.56"	"89.4"	"中厚"	"5.22"	"--"	"9.80"	"I2M01663"	"7018"	"不均"	"--"	"--"	"C18"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"72.0"	"--"	"13.6"	"浙江农科院作物所"	"--"	"--"	"H0000559"	"--"	"--"	"23.0"	"--"	"--"	"--"	"45.25"	"8.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"383"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.4"	"205"	"中"	"--"	"--"	"--"	"--"	"--"	"7019"	"乳白"	"--"	"3.3"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.8"	"--"	"110.0"	"中厚"	"5.22"	"--"	"--"	"I2M01664"	"7019"	"中"	"--"	"--"	"C19"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"74.0"	"--"	"9.0"	"浙江农科院作物所"	"--"	"--"	"H0000560"	"--"	"--"	"13.8"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"384"	"--"	"HS"	"--"	"--"	"国外"	"白"	"2.7"	"204"	"大"	"--"	"--"	"--"	"--"	"--"	"7007"	"乳白"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"2.3"	"28.56"	"138.0"	"中厚"	"5.21"	"--"	"10.99"	"I2M02621"	"7007"	"中"	"--"	"--"	"C7"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"5"	"--"	"70.0"	"--"	"7.0"	"浙江农科院作物所"	"--"	"--"	"H0000561"	"9"	"--"	"23.0"	"--"	"--"	"--"	"39.19"	"16.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"385"	"--"	"--"	"--"	"--"	"国外"	"白"	"1.7"	"204"	"大"	"--"	"--"	"--"	"--"	"--"	"7008"	"乳白"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.8"	"--"	"121.4"	"中厚"	"5.21"	"--"	"--"	"I2M01665"	"7008"	"中"	"--"	"--"	"C8"	"Vicia faba L.(蚕豆)"	"--"	"10.29"	"塞维利亚(西班牙)"	"--"	"塞维利亚(西班牙)"	"--"	"--"	"73.0"	"--"	"12.2"	"浙江农科院作物所"	"--"	"--"	"H0000562"	"--"	"--"	"28.0"	"--"	"--"	"--"	"--"	"7.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
