"id"	"统一编号"	"品种名称"	"高程"	"东经"	"北纬"	"原产地"	"保存单位"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"米香"	"芒长"	"粒形状"	"粒长度"	"长宽比"	"颖尖色"	"颖壳色"	"颖毛有无"	"护颖长短"	"颖尖弯直"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"路径"	"稻区"
"1436"	"20-00477"	"黑节早"	"722"	"10337"	"3100"	"灌县"	"四川农科院"	"泸 5064"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"6.28"	"79.62"	"71.65"		"11.6"	"0.4"	"76.18"	"23.9"	"60.7"	"6"	"27"	"5"	"7"		"9"		"9"	"9"	"9"	"四川"	"2-2"
"1437"	"20-00506"	"大酒谷"	"722"	"10337"	"3100"	"灌县"	"四川农科院"	"774939"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"紫"	"褐秆"	"有"	"短"	"直"		"8.3"	"80.38"	"72.7"		"8.3"	"0.43"	"76.7"	"9.4"	"75.8"	"7"		"5"	"5"		"9"					"四川"	"2-2"
"1438"	"20-00507"	"圆酒谷"	"722"	"10337"	"3100"	"灌县"	"四川农科院"	"泸 6585"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"中"	"无"	"Null"	"有"	"短"	"直"		"7.28"	"76.96"	"69.26"		"10.6"	"0.38"	"74.55"	"27.1"	"55.7"	"6"	"75"	"6"	"5"		"9"	"7"	"9"	"1"	"9"	"四川"	"2-2"
"1439"	"20-00512"	"大叶毛粘"	"530"	"10410"	"3107"	"什邡县"	"四川农科院"	"773307"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"		"7.25"	"78.48"	"70.78"		"12.4"	"0.37"	"73.52"	"18.4"	"63.3"	"5"	"30"		"7"			"5"	"9"	"5"	"9"	"四川"	"2-2"
"1440"	"20-00540"	"六月黄"	"530"	"10340"	"3038"	"崇庆县"	"四川农科院"	"泸 5105"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"6.18"												"7"		"9"	"9"	"7"	"5"	"9"	"四川"	"2-2"
"1441"	"20-00567"	"酒谷"	"530"	"10340"	"3038"	"崇庆县"	"四川农科院"	"温 90008"	"粳"	"中"	"水"	"糯"	"白"	"无"	"中"	"阔卵"	"中"	"宽"	"红褐"	"褐秆"	"有"	"短"	"直"		"7.22"											"7"	"7"		"9"	"9"	"5"	"9"	"9"	"四川"	"2-2"
"1442"	"20-00610"	"叶上黄"	"540"	"10333"	"3035"	"大邑县"	"四川农科院"	"774349"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"赤褐秆"	"有"	"短"	"直"		"7.31"											"5"	"7"		"9"	"9"	"9"	"5"	"9"	"四川"	"2-2"
"1443"	"20-00621"	"铁秆谷"	"540"	"10333"	"3035"	"大邑县"	"四川农科院"	"773838"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.27"											"6"	"7"		"9"	"1"				"四川"	"2-2"
"1444"	"20-00633"	"三百棒"	"457"	"10445"	"3127"	"绵阳县"	"四川农科院"	"774536"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"8.3"	"79.05"	"72.28"		"9"	"0.34"	"77.6"	"18.7"	"67.6"	"4"	"30"	"5"	"7"		"9"	"5"	"9"	"5"	"9"	"四川"	"2-2"
"1445"	"20-00634"	"三粒三"	"457"	"10445"	"3127"	"绵阳县"	"四川农科院"	"774534"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"8.5"											"6"	"7"		"9"	"7"	"9"	"5"	"9"	"四川"	"2-2"
"1446"	"20-00668"	"麻壳早"	"530"	"10444"	"3147"	"江油县"	"四川农科院"	"泸 5038"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"6.26"	"78.43"	"69.98"		"12.5"	"0.43"	"73.29"	"22.4"	"59"	"7"	"30"		"7"		"9"		"7"	"9"	"9"	"四川"	"2-2"
"1447"	"20-00807"	"叶叶漂"	"470"	"10617"	"3213"	"旺苍县"	"四川农科院"	"773269"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"无"	"褐秆"	"有"	"短"	"直"		"7.24"											"3"	"5"		"3"					"四川"	"2-2"
"1448"	"20-00815"	"青秆棒"	"475"	"10509"	"3139"	"梓潼县"	"四川农科院"	"774194"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.29"											"7"	"7"		"5"					"四川"	"2-2"
"1449"	"20-00834"	"七十早"	"369"	"10344"	"2933"	"乐山县"	"四川农科院"	"乐 18"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"细长"	"Null"	"中"	"无"	"秆黄"	"有"	"短"	"直"		"6.22"											"4"	"9"		"9"		"9"	"1"	"9"	"四川"	"2-2"
"1450"	"20-00854"	"五子堆"	"369"	"10344"	"2933"	"乐山县"	"四川农科院"	"乐 21"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"Null"	"宽"	"无"	"褐秆"	"有"	"短"	"直"		"7.26"	"80.73"	"73.9"		"11.1"	"0.41"	"74.77"	"2.1"	"80.9"	"6"	"91"		"5"		"9"		"1"	"5"	"9"	"四川"	"2-2"
"1451"	"20-00889"	"河北谷"	"463"	"10322"	"2955"	"洪雅县"	"四川农科院"	"774857"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"8.1"											"8"	"7"		"9"					"四川"	"2-2"
"1452"	"20-00893"	"铁杆谷"	"463"	"10322"	"2955"	"洪雅县"	"四川农科院"	"774725"	"籼"	"中"	"水"	"粘"	"白"	"无"	"短"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"8.7"	"78.76"	"70.88"		"10.1"	"0.36"	"77.06"	"24.9"	"60.8"	"6"	"35"	"8"	"5"		"9"					"四川"	"2-2"
"1453"	"20-00896"	"鸳鸯谷"	"463"	"10322"	"2955"	"洪雅县"	"四川农科院"	"774355"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.29"											"6"	"5"		"7"					"四川"	"2-2"
"1454"	"20-00904"	"红酒谷"	"463"	"10322"	"2955"	"洪雅县"	"四川农科院"	"774957"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"紫"	"赤褐秆"	"无"	"短"	"直"		"8.5"											"5"			"9"	"9"	"9"	"5"	"9"	"四川"	"2-2"
"1455"	"20-01062"	"红秧子"	"424"	"10408"	"3000"	"仁寿县"	"四川农科院"	"泸 5479"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.8"	"80.2"	"72.2"		"8.3"	"0.3"	"77.94"	"23.8"	"62.8"	"3"	"30"	"7"	"5"		"9"	"9"	"9"	"5"	"9"	"四川"	"2-2"
"1456"	"20-01080"	"云南早"	"372"	"10404"	"2939"	"井研县"	"四川农科院"	"773121"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.26"											"5"	"5"		"5"		"9"		"9"	"四川"	"2-2"
"1457"	"20-01166"	"南海谷"	"328"	"10348"	"2911"	"犍为县"	"四川农科院"	"774374"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.29"	"80.18"	"69.7"		"10.4"	"0.42"	"76.58"	"24"	"61.1"	"4"	"30"		"7"		"5"					"四川"	"2-2"
"1458"	"20-01229"	"五百粒"	"690"	"10255"	"3009"	"芦山县"	"四川农科院"	"773897"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.26"											"5"	"7"		"9"	"9"				"四川"	"2-2"
"1459"	"20-01247"	"毛毛谷"	"1788"	"10215"	"2640"	"会理县"	"四川农科院"	"774966"	"粳"	"中"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"长"	"中"	"无"	"褐秆"	"有"	"短"	"直"		"7.31"	"81.2"	"73.9"		"10.5"	"0.4"	"75.22"	"9.4"	"74.2"	"6.5"	"30"	"5"			"9"		"7"	"9"	"9"	"四川"	"2-2"
"1460"	"20-01253"	"江边早"	"1180"	"10245"	"2705"	"宁南县"	"四川农科院"	"西 402"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"黄"	"有"	"短"	"直"		"8.5"											"1"	"7"		"9"	"9"				"四川"	"3-2"
"1461"	"20-01262"	"细白粘"	"1780"	"10210"	"2833"	"冕宁县"	"四川农科院"	"774967"	"粳"	"中"	"水"	"粘"	"白"	"无"	"长"	"椭圆"	"长"	"中"	"无"	"赤褐"	"有"	"短"	"直"		"7.28"	"78.43"	"69.33"		"9.2"	"0.35"	"72.91"	"21.5"	"59.5"	"7"	"28"				"9"					"四川"	"3-2"
"1462"	"20-01273"	"青秆谷"	"1050"	"10207"	"2654"	"米易县"	"四川农科院"	"773282"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"Null"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.25"											"1"	"5"		"9"	"9"				"四川"	"3-2"
"1463"	"20-01302"	"小红足早"	"1142"	"10132"	"2655"	"盐边县"	"四川农科院"	"西 055"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"黄"	"有"	"短"	"直"		"8.17"	"81.5"	"72"		"9.2"	"0.39"	"75.9"	"27.1"	"57.3"	"3.5"	"63"		"5"		"9"	"9"				"四川"	"3-2"
"1464"	"20-01330"	"冷水小白谷"	"1560"	"10215"	"2753"	"西昌县"	"四川农科院"	"西 306"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"窄"	"无"	"黄"	"有"	"短"	"直"		"8.21"	"82.05"	"74.35"		"10.3"	"0.36"	"76.92"	"24.3"	"61.2"	"5.5"	"30"	"6"	"5"		"9"	"9"	"9"	"9"	"9"	"四川"	"3-2"
"1465"	"20-01378"	"扒足早"	"1560"	"10215"	"2753"	"凉山州"	"四川农科院"	"西 024"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"无"	"黄"	"有"	"短"	"直"		"8.13"	"81.88"	"73.88"		"10.8"	"0.37"	"79.42"	"26"	"62.3"	"7"	"30"	"5"	"5"		"9"	"5"	"9"	"5"	"9"	"四川"	"3-2"
"1466"	"20-01404"	"小红谷"		"10143"	"2635"	"渡口市"	"四川农科院"	"渡未列号"	"籼"	"早"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"无"	"秆黄"	"有"	"短"	"直"			"77.46"	"69.71"		"10.5"	"0.4"	"71.3"	"23.5"	"55.7"	"6"	"35"		"7"		"9"					"四川"	"3-2"
"1467"	"20-01408"	"铁杆谷"	"1321"	"10214"	"2955"	"泸定县"	"四川农科院"	"774190"	"籼"	"中"	"水"	"粘"	"白"	"无"	"短"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.31"												"5"		"9"	"9"				"四川"	"3-2"
"1468"	"20-01469"	"糯水谷"	"510"	"10548"	"2802"	"古蔺县"	"四川农科院"	"泸 6587"	"Null"	"中"	"水"	"糯"	"白"	"无"	"Null"	"Null"	"Null"	"宽"	"无"	"Null"	"有"	"短"	"直"		"7.24"	"56.5"	"50.85"		"12.8"	"0.47"	"71.74"		"79.7"	"6"	"100"		"3"		"9"		"7"		"9"	"四川"	"3-2"
"1469"	"20-01525"	"红谷"	"340"	"10526"	"2810"	"叙永县"	"四川农科院"	"泸 5942"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"秆黄"	"有"	"短"	"直"		"7.14"	"80.8"	"73.95"		"11.4"	"0.4"	"73.97"	"19.3"	"62.9"	"4"	"30"	"8"	"5"		"9"		"9"		"9"	"四川"	"3-2"
"1470"	"20-01571"	"五子堆"	"340"	"10526"	"2810"	"叙永县"	"四川农科院"	"泸 6511"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"无"	"褐"	"有"	"短"	"直"		"7.19"	"78.5"	"69.38"		"10.5"	"0.41"	"75.79"	"25.8"	"58.4"	"6.5"	"30"	"7"	"5"		"9"	"9"				"四川"	"3-2"
"1471"	"20-01575"	"四股齐"	"275"	"10459"	"2911"	"富顺县"	"四川农科院"	"泸 5169"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"6.29"	"79.33"	"72.4"		"10.4"	"0.4"	"75.56"	"16.3"	"67.7"	"5"	"30"		"9"		"9"	"9"	"9"	"9"	"5"	"四川"	"2-2"
"1472"	"20-01630"	"糯稻 5号"	"275"	"10459"	"2911"	"富顺县"	"四川农科院"	"泸 6584"	"Null"	"中"	"水"	"糯"	"白"	"无"	"无"	"Null"	"Null"	"宽"	"无"	"Null"	"有"	"短"	"直"		"7.9"											"4"	"5"		"9"	"9"				"四川"	"2-2"
"1473"	"20-01676"	"白麻谷"	"245"	"10527"	"2854"	"泸县"	"四川农科院"	"泸 5763"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.15"	"79.88"	"72.48"		"10.3"	"0.41"	"75.56"	"17.8"	"66.1"	"5"	"30"		"5"		"9"	"9"	"7"	"9"	"9"	"四川"	"2-2"
"1474"	"20-01729"	"软粘酒谷"	"245"	"10527"	"2854"	"泸县"	"四川农科院"	"泸 6534"	"籼"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"无"	"秆黄"	"有"	"短"	"直"		"7.28"	"78.95"	"71.1"		"11.3"	"0.44"	"74.77"	"2.9"	"80.2"	"6"	"30"	"5"	"7"		"9"	"5"	"7"	"5"	"9"	"四川"	"2-2"
"1475"	"20-01730"	"小糯谷"	"245"	"10527"	"2854"	"泸县"	"四川农科院"	"泸 6531"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"无"	"Null"	"Null"	"宽"	"Null"	"Null"	"有"	"短"	"直"		"7.19"											"4"	"5"		"9"	"9"	"5"	"9"	"9"	"四川"	"2-2"
"1476"	"20-01732"	"泸县糯"	"245"	"10527"	"2854"	"泸县"	"四川农科院"	"泸 6589"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"无"	"Null"	"Null"	"宽"	"Null"	"Null"	"有"	"短"	"直"		"7.19"												"3"				"7"	"9"	"9"	"四川"	"2-2"
"1477"	"20-01734"	"南天纲酒谷"	"245"	"10527"	"2854"	"泸县"	"四川农科院"	"泸 6532"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.28"	"76.42"	"68.78"		"10.9"	"0.41"	"74.25"		"82.5"	"6"	"100"		"5"		"7"	"5"	"5"	"1"	"9"	"四川"	"2-2"
"1478"	"20-01766"	"白香早"	"259"	"10504"	"2844"	"江安县"	"四川农科院"	"773250"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.25"											"6"	"5"		"9"	"7"				"四川"	"2-2"
"1479"	"20-01778"	"谷儿子"	"259"	"10504"	"2844"	"江安县"	"四川农科院"	"773089"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.25"	"80.2"	"71.3"		"8.2"	"0.35"	"80.61"	"27.9"	"61.6"	"4.5"	"50"	"8"	"5"		"9"	"9"				"四川"	"2-2"
"1480"	"20-01807"	"云南早"	"285"	"10432"	"2842"	"宜宾县"	"四川农科院"	"774131"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"褐秆"	"有"	"短"	"直"		"7.3"											"7"	"5"		"9"	"5"				"四川"	"2-2"
"1481"	"20-01834"	"黑节早"	"285"	"10432"	"2842"	"宜宾县"	"四川农科院"	"泸 6052"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.15"											"1"	"5"		"9"	"7"				"四川"	"2-2"
"1482"	"20-01840"	"响壳糯酒谷"	"285"	"10432"	"2842"	"宜宾县"	"四川农科院"	"泸 6540"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"无"	"秆黄"	"无"	"短"	"直"		"7.21"	"78.5"	"70.13"		"10.7"	"0.42"	"74.31"	"3"	"79.6"	"7"	"83"		"5"		"9"	"9"				"四川"	"2-2"
"1483"	"20-01882"	"猪尿沱"	"237"	"10522"	"2846"	"纳溪县"	"四川农科院"	"泸 6502"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"短"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.24"											"8"	"5"			"5"				"四川"	"2-2"
"1484"	"20-01886"	"小白叶粘"	"226"	"10550"	"2848"	"合江县"	"四川农科院"	"774248"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.31"											"7"	"7"		"9"	"5"	"9"	"9"	"9"	"四川"	"2-2"
"1485"	"20-01942"	"乌烧谷"	"425"	"10430"	"2810"	"筠连县"	"四川农科院"	"774067"	"籼"	"中"	"水"	"粘"	"白"	"无"	"短"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.31"	"79.68"	"72.2"		"10.3"	"0.37"	"75.79"	"27.1"	"57.1"	"5"	"30"	"6"	"5"		"9"	"9"				"四川"	"3-2"
"1486"	"20-01962"	"三百铲酒谷"	"425"	"10430"	"2810"	"筠连县"	"四川农科院"	"泸 6558"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"短圆"	"短"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.23"	"77.9"	"69.39"		"11.2"	"0.42"	"71"	"1.1"	"77.7"	"6"	"100"	"5"	"5"		"9"	"7"	"7"	"9"	"9"	"四川"	"3-2"
"1487"	"20-01964"	"六三片酒谷"	"425"	"10430"	"2810"	"筠连县"	"四川农科院"	"泸 6560"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.28"	"78.62"	"70.76"		"11.2"	"0.42"	"72.47"	"6.6"	"73.9"	"6"	"81"	"5"	"5"		"9"	"9"				"四川"	"3-2"
"1488"	"20-01983"	"八十早"	"338"	"10431"	"2826"	"高县"	"四川农科院"	"泸 5478"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.7"											"7"	"5"		"9"	"9"				"四川"	"2-2"
"1489"	"20-02008"	"小酒谷"	"338"	"10431"	"2826"	"高县"	"四川农科院"	"泸 6546"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"宽"	"无"	"Null"	"无"	"短"	"直"		"7.11"	"80.1"	"73.03"		"13.4"	"0.53"	"73.52"	"21.5"	"60.2"	"4"	"30"		"9"		"9"					"四川"	"2-2"
"1490"	"20-02009"	"南溪白"	"268"	"10459"	"2850"	"南溪县"	"四川农科院"	"泸 5003"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"6.25"											"7"	"5"		"9"	"7"	"9"	"5"	"9"	"四川"	"2-2"
"1491"	"20-02024"	"黄酒谷"	"306"	"10416"	"2839"	"屏山县"	"四川农科院"	"泸 6503"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.23"											"5"	"5"		"9"	"9"				"四川"	"3-2"
"1492"	"20-02071"	"白酒谷 (二)"	"287"	"10437"	"2846"	"宜宾地区"	"四川农科院"	"泸 6562"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"宽"	"无"	"Null"	"有"	"短"	"直"		"7.18"	"71.7"	"65.03"		"10.9"	"0.45"	"75.45"		"83.8"	"6"	"75"	"2"	"5"		"9"	"7"				"四川"	"2-2"
"1493"	"20-02072"	"红酒谷"	"287"	"10437"	"2846"	"宜宾地区"	"四川农科院"	"泸 6592"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"中"	"无"	"Null"	"有"	"短"	"直"		"7.26"	"79.33"	"71.2"		"9.8"	"0.38"	"77.38"	"2.4"	"83.6"	"6"	"72"		"5"		"9"	"9"				"四川"	"2-2"
"1494"	"20-02073"	"梅花糯"	"287"	"10437"	"2846"	"宜宾地区"	"四川农科院"	"泸 6560"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"中"	"无"	"Null"	"有"	"短"	"直"		"7.17"											"5"	"5"		"9"	"9"				"四川"	"2-2"
"1495"	"20-02074"	"糯谷"	"287"	"10437"	"2846"	"宜宾地区"	"四川农科院"	"泸 5931"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"中"	"紫"	"Null"	"有"	"短"	"直"		"7.19"	"76.8"	"69.12"		"11.1"	"0.42"	"72.77"	"2.2"	"78.7"	"3"	"85"		"7"		"9"					"四川"	"2-2"
"1496"	"20-02084"	"早酒谷"	"300"	"10445"	"2921"	"自贡市"	"四川农科院"	"泸 6564"	"Null"	"中"	"水"	"糯"	"Null"	"无"	"Null"	"Null"	"Null"	"宽"	"无"	"Null"	"有"	"短"	"直"		"7.2"														"9"					"四川"	"2-2"
"1497"	"20-02143"	"洋谷子"	"350"	"10554"	"2922"	"永川县"	"四川农科院"	"泸 5918"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"短"	"中"	"无"	"秆黄"	"有"	"短"	"直"		"7.15"											"7"	"5"		"9"	"7"				"四川"	"2-2"
"1498"	"20-02144"	"洋谷子"	"350"	"10554"	"2922"	"永川县"	"四川农科院"	"泸 5725"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.13"											"6"	"5"		"9"	"7"				"四川"	"2-2"
"1499"	"20-02193"	"白叶粘"	"218"	"10615"	"3000"	"合川县"	"四川农科院"	"泸 5773"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.13"											"7"	"7"		"9"	"5"				"四川"	"2-2"
"1500"	"20-02235"	"早糯谷"	"218"	"10615"	"3000"	"合川县"	"四川农科院"	"泸 6573"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.21"											"4"	"5"		"9"					"四川"	"2-2"
"1501"	"20-02310"	"矮子糯"	"375"	"10542"	"2943"	"大足县"	"四川农科院"	"泸 6578"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"8.18"	"77.74"	"69.97"		"12.3"	"0.44"	"72.77"	"17.8"	"63"	"5"	"48"				"9"					"四川"	"2-2"
"1502"	"20-02352"	"转谷"	"280"	"10614"	"2936"	"璧山县"	"四川农科院"	"774390"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"7.3"	"80"	"72.6"		"8.4"	"0.34"	"78.54"	"24.3"	"63"	"5"	"73"	"4"	"5"		"9"	"9"				"四川"	"2-2"
"1503"	"20-02359"	"矮子糯"	"280"	"10614"	"2936"	"璧山县"	"四川农科院"	"泸 6581"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"无"	"秆黄"	"有"	"短"	"直"		"7.23"	"76.34"	"68.71"		"10.7"	"0.41"	"72.03"	"1.1"	"78.9"	"6"	"100"	"7"	"5"		"3"	"3"	"9"	"9"	"9"	"四川"	"2-2"
"1504"	"20-02377"	"线谷"	"303"	"10503"	"2935"	"内江县"	"四川农科院"	"774628"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"8.2"											"7"	"5"		"9"	"9"				"四川"	"2-2"
"1505"	"20-02407"	"早谷子"	"358"	"10437"	"3007"	"资阳县"	"四川农科院"	"773953"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"褐秆"	"有"	"短"	"直"		"7.3"	"79.8"	"71"		"9.5"	"0.37"	"76.7"	"28.1"	"57.1"	"4.5"	"70"	"6"	"5"		"9"	"3"				"四川"	"2-2"
"1506"	"20-02539"	"阴阳粘"	"382"	"10626"	"3032"	"岳池县"	"四川农科院"	"南 9420"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"红褐"	"褐秆"	"有"	"短"	"直"		"7.1"	"78.1"	"70.29"		"11.3"	"0.4"	"72.92"	"18.4"	"62.7"	"6"	"40"		"9"		"9"					"四川"	"2-2"
"1507"	"20-02543"	"高谷种"	"382"	"10626"	"3032"	"岳池县"	"四川农科院"	"774690"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫"	"秆黄"	"有"	"短"	"直"		"8.1"											"9"	"5"		"9"	"3"				"四川"	"2-2"
"1508"	"20-02558"	"百日早"	"346"	"10604"	"3121"	"南部县"	"四川农科院"	"南 9205"	"籼"	"早"	"水"	"粘"	"红"	"无"	"中"	"椭圆"	"中"	"中"	"红褐"	"褐秆"	"有"	"短"	"直"		"6.2"											"4"	"7"		"9"	"7"				"四川"	"2-2"
"1509"	"20-02563"	"香谷"	"346"	"10604"	"3121"	"南部县"	"四川农科院"	"南 9399"	"籼"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"无"	"褐斑黄"	"有"	"短"	"直"		"7.1"											"3"	"5"		"9"	"5"				"四川"	"2-2"
