"id"	"成熟期"	"科名"	"种子含油率"	"产地或来源"	"库编号"	"单株果球数"	"千粒重"	"壳型"	"统一编号"	"出苗期"	"省"	"亚油酸"	"皮壳率"	"译名"	"叶缘"	"品种名称"	"苞片有无刺"	"播种期"	"学名"	"单位编号"	"保存单位"	"属名"	"抗逆性"	"叶片有无刺"	"选育方法"	"株高"	"花色"
"1135"	"8/06"	"Compositae(菊科)"	"28.80"	"印度"	"I4E01533"	"21"	"69.0"	"普通"	"WHH00968"	"4/22"	"国外"	"--"	"40.0"	"PI 306844"	"锯齿"	"PI 306844"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0868"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"63.0"	"桔黄"
"1136"	"8/06"	"Compositae(菊科)"	"24.63"	"印度"	"I4E01534"	"28"	"48.0"	"普通"	"WHH00969"	"4/22"	"国外"	"--"	"50.0"	"PI 306845"	"锯齿"	"PI 306845"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0869"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"桔黄"
"1137"	"8/14"	"Compositae(菊科)"	"26.14"	"印度"	"I4E01535"	"51"	"46.0"	"普通"	"WHH00970"	"4/22"	"国外"	"--"	"44.4"	"PI 306846"	"锯齿"	"PI 306846"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0870"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"79.0"	"桔黄"
"1138"	"8/09"	"Compositae(菊科)"	"27.03"	"印度"	"I4E01536"	"53"	"46.0"	"普通"	"WHH00971"	"4/24"	"国外"	"--"	"28.6"	"PI 306850"	"锯齿"	"PI 306850"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0871"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"79.0"	"桔黄"
"1139"	"8/14"	"Compositae(菊科)"	"22.40"	"印度"	"I4E01537"	"30"	"47.0"	"普通"	"WHH00972"	"4/17"	"国外"	"--"	"45.4"	"PI 306851"	"锯齿"	"PI 306851"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0872"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"105.0"	"桔黄"
"1140"	"8/09"	"Compositae(菊科)"	"20.00"	"印度"	"--"	"34"	"48.0"	"普通"	"WHH00973"	"4/22"	"国外"	"--"	"50.0"	"PI 306852"	"浅锯"	"PI 306852"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0873"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"黄"
"1141"	"8/09"	"Compositae(菊科)"	"24.82"	"印度"	"I4E01538"	"28"	"50.0"	"普通"	"WHH00974"	"4/24"	"国外"	"--"	"42.8"	"PI 306853"	"浅锯"	"PI 306853"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0874"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"87.0"	"桔黄"
"1142"	"8/04"	"Compositae(菊科)"	"40.38"	"印度"	"I4E01539"	"18"	"50.0"	"普通"	"WHH00975"	"4/19"	"国外"	"--"	"50.0"	"PI 306854"	"锯齿"	"PI 306854"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0875"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"75.0"	"桔黄"
"1143"	"8/09"	"Compositae(菊科)"	"24.75"	"印度"	"I4E01540"	"35"	"62.0"	"普通"	"WHH00976"	"4/22"	"国外"	"--"	"53.3"	"PI 306855"	"浅锯"	"PI 306855"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0876"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"81.0"	"桔黄"
"1144"	"8/09"	"Compositae(菊科)"	"30.10"	"印度"	"I4E01541"	"38"	"46.0"	"普通"	"WHH00977"	"4/24"	"国外"	"--"	"58.6"	"PI 306856"	"锯齿"	"PI 306856"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0877"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"82.0"	"桔黄"
"1145"	"8/08"	"Compositae(菊科)"	"21.58"	"印度"	"I4E01542"	"51"	"48.0"	"普通"	"WHH00978"	"4/24"	"国外"	"--"	"44.4"	"PI 306857"	"锯齿"	"PI 306857"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0878"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"82.0"	"黄"
"1146"	"8/08"	"Compositae(菊科)"	"25.49"	"印度"	"I4E01543"	"34"	"57.0"	"普通"	"WHH00979"	"4/19"	"国外"	"--"	"50.0"	"PI 306858"	"全缘"	"PI 306858"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0879"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"73.0"	"白"
"1147"	"8/08"	"Compositae(菊科)"	"24.00"	"印度"	"I4E01544"	"36"	"48.0"	"普通"	"WHH00980"	"4/20"	"国外"	"--"	"42.8"	"PI 306861"	"锯齿"	"PI 306861"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0880"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔黄"
"1148"	"7/30"	"Compositae(菊科)"	"33.34"	"印度"	"I4E01545"	"49"	"50.0"	"普通"	"WHH00981"	"4/24"	"国外"	"--"	"42.9"	"PI 306865"	"锯齿"	"PI 306865"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0881"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"42.0"	"桔黄"
"1149"	"8/04"	"Compositae(菊科)"	"27.00"	"印度"	"I4E01875"	"21"	"50.0"	"普通"	"WHH00982"	"4/24"	"国外"	"--"	"44.4"	"PI 306866"	"锯齿"	"PI 306866"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0882"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"59.0"	"桔黄"
"1150"	"8/04"	"Compositae(菊科)"	"22.84"	"印度"	"I4E01546"	"45"	"61.0"	"普通"	"WHH00983"	"4/22"	"国外"	"--"	"50.0"	"PI 306867"	"锯齿"	"PI 306867"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0883"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔黄"
"1151"	"8/08"	"Compositae(菊科)"	"30.82"	"印度"	"I4E01547"	"28"	"59.0"	"条纹"	"WHH00984"	"4/22"	"国外"	"--"	"55.5"	"PI 306868"	"锯齿"	"PI 306868"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0884"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"72.0"	"桔黄"
"1152"	"80/8"	"Compositae(菊科)"	"34.72"	"印度"	"I4E01548"	"24"	"64.0"	"条纹"	"WHH00985"	"4/19"	"国外"	"--"	"50.0"	"PI 306869"	"锯齿"	"PI 306869"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0885"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"48.0"	"桔黄"
"1153"	"8/08"	"Compositae(菊科)"	"24.58"	"印度"	"I4E01549"	"24"	"42.0"	"普通"	"WHH00986"	"4/19"	"国外"	"--"	"28.6"	"PI 306870"	"锯齿"	"PI 306870"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0886"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"白"
"1154"	"8/04"	"Compositae(菊科)"	"25.62"	"印度"	"I4E01550"	"27"	"63.0"	"普通"	"WHH00987"	"4/24"	"国外"	"--"	"50.0"	"PI 306872"	"锯齿"	"PI 306872"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0887"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"桔黄"
"1155"	"80/8"	"Compositae(菊科)"	"18.19"	"印度"	"I4E01876"	"80"	"64.0"	"普通"	"WHH00988"	"4/19"	"国外"	"--"	"42.8"	"PI 306873"	"锯齿"	"PI 306873"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0888"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔红"
"1156"	"8/04"	"Compositae(菊科)"	"16.34"	"印度"	"I4E01551"	"34"	"50.0"	"普通"	"WHH00989"	"4/19"	"国外"	"--"	"44.4"	"PI 306874"	"锯齿"	"PI 306874"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0889"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"64.0"	"黄"
"1157"	"7/30"	"Compositae(菊科)"	"31.81"	"印度"	"I4E01552"	"13"	"49.0"	"普通"	"WHH00990"	"4/19"	"国外"	"--"	"40.0"	"PI 306875"	"锯齿"	"PI 306875"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0890"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"51.0"	"桔黄"
"1158"	"8/08"	"Compositae(菊科)"	"21.32"	"印度"	"I4E01553"	"25"	"56.0"	"普通"	"WHH00991"	"4/19"	"国外"	"--"	"50.0"	"PI 306876"	"锯齿"	"PI 306876"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0891"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"67.0"	"桔黄"
"1159"	"8/04"	"Compositae(菊科)"	"29.50"	"印度"	"I4E01877"	"22"	"63.0"	"普通"	"WHH00992"	"4/20"	"国外"	"--"	"40.0"	"PI 306877"	"锯齿"	"PI 306877"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0892"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"41.0"	"桔黄"
"1160"	"8/08"	"Compositae(菊科)"	"23.58"	"印度"	"I4E01554"	"31"	"63.0"	"普通"	"WHH00993"	"4/22"	"国外"	"--"	"57.1"	"PI 306878"	"锯齿"	"PI 306878"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0893"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"63.0"	"桔黄"
"1161"	"8/08"	"Compositae(菊科)"	"26.81"	"印度"	"I4E01555"	"35"	"49.0"	"普通"	"WHH00994"	"4/22"	"国外"	"--"	"40.0"	"PI 306879"	"锯齿"	"PI 306879"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0894"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"黄"
"1162"	"8/08"	"Compositae(菊科)"	"22.10"	"印度"	"I4E01556"	"23"	"45.0"	"普通"	"WHH00995"	"4/22"	"国外"	"--"	"44.4"	"PI 306880"	"锯齿"	"PI 306880"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0895"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"67.0"	"黄"
"1163"	"7025"	"Compositae(菊科)"	"27.79"	"印度"	"I4E01557"	"11"	"56.0"	"普通"	"WHH00996"	"4/19"	"国外"	"--"	"50.0"	"PI 306881"	"锯齿"	"PI 306881"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0896"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"60.0"	"桔黄"
"1164"	"7/30"	"Compositae(菊科)"	"22.78"	"印度"	"I4E01558"	"31"	"59.0"	"普通"	"WHH00997"	"4/19"	"国外"	"--"	"54.5"	"PI 306883"	"锯齿"	"PI 306883"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0897"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"81.0"	"桔黄"
"1165"	"8/04"	"Compositae(菊科)"	"28.95"	"印度"	"I4E01878"	"9"	"52.0"	"普通"	"WHH00998"	"4/20"	"国外"	"--"	"55.6"	"PI 306885"	"锯齿"	"PI 306885"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0898"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"64.0"	"桔黄"
"1166"	"8/04"	"Compositae(菊科)"	"23.80"	"印度"	"I4E01879"	"37"	"43.0"	"普通"	"WHH00999"	"4/19"	"国外"	"--"	"50.0"	"PI 306886"	"锯齿"	"PI 306886"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0899"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"白"
"1167"	"8/08"	"Compositae(菊科)"	"30.60"	"印度"	"I4E01559"	"53"	"67.0"	"普通"	"WHH01000"	"4/22"	"国外"	"--"	"44.4"	"PI 306887"	"锯齿"	"PI 306887"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0900"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"56.0"	"桔黄"
"1168"	"8/14"	"Compositae(菊科)"	"26.38"	"印度"	"I4E01880"	"66"	"58.0"	"普通"	"WHH01001"	"5/20"	"国外"	"--"	"42.1"	"PI 306888"	"锯齿"	"PI 306888"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0901"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"109.0"	"黄"
"1169"	"8/14"	"Compositae(菊科)"	"22.01"	"印度"	"I4E01560"	"31"	"51.0"	"条纹"	"WHH01002"	"4/19"	"国外"	"--"	"50.0"	"PI 306886"	"锯齿"	"PI 306886"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0902"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"82.0"	"黄"
"1170"	"8/14"	"Compositae(菊科)"	"26.24"	"印度"	"I4E01881"	"27"	"43.0"	"普通"	"WHH01003"	"4/17"	"国外"	"--"	"45.4"	"PI 306890"	"锯齿"	"PI 306890"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0903"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"74.0"	"桔黄"
"1171"	"8/04"	"Compositae(菊科)"	"29.70"	"印度"	"I4E01561"	"44"	"55.0"	"普通"	"WHH01004"	"4/19"	"国外"	"--"	"50.0"	"PI 306891"	"锯齿"	"PI 306891"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0904"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"桔黄"
"1172"	"7/28"	"Compositae(菊科)"	"31.04"	"印度"	"I4E01562"	"24"	"58.0"	"条纹"	"WHH01005"	"4/19"	"国外"	"--"	"55.0"	"PI 306892"	"锯齿"	"PI 306892"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0905"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"桔黄"
"1173"	"8/04"	"Compositae(菊科)"	"20.26"	"印度"	"I4E01882"	"33"	"53.0"	"条纹"	"WHH01006"	"4/19"	"国外"	"--"	"33.3"	"PI 306894"	"锯齿"	"PI 306894"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0906"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"95.0"	"桔黄"
"1174"	"8/04"	"Compositae(菊科)"	"26.88"	"印度"	"I4E01563"	"25"	"55.0"	"条纹"	"WHH01007"	"4/22"	"国外"	"--"	"52.6"	"PI 306896"	"锯齿"	"PI 306896"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0907"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"78.0"	"桔黄"
"1175"	"7/30"	"Compositae(菊科)"	"21.68"	"印度"	"I4E01564"	"15"	"68.0"	"普通"	"WHH01008"	"4/19"	"国外"	"--"	"54.5"	"PI 306898"	"锯齿"	"PI 306898"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0908"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"桔黄"
"1176"	"7/30"	"Compositae(菊科)"	"25.18"	"印度"	"I4E01565"	"10"	"57.0"	"普通"	"WHH01009"	"4/17"	"国外"	"--"	"45.5"	"PI 306899"	"锯齿"	"PI 306899"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0909"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"72.0"	"桔黄"
"1177"	"7/30"	"Compositae(菊科)"	"31.43"	"印度"	"I4E01566"	"31"	"67.0"	"普通"	"WHH01010"	"4/19"	"国外"	"--"	"50.0"	"PI 306900"	"锯齿"	"PI 306900"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0910"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"76.0"	"桔黄"
"1178"	"7/30"	"Compositae(菊科)"	"26.46"	"印度"	"I4E01567"	"28"	"56.0"	"普通"	"WHH01011"	"4/19"	"国外"	"--"	"55.5"	"PI 306901"	"锯齿"	"PI 306901"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0911"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"89.0"	"黄"
"1179"	"7/30"	"Compositae(菊科)"	"18.89"	"印度"	"I4E01568"	"19"	"59.0"	"条纹"	"WHH01012"	"4/17"	"国外"	"--"	"44.4"	"PI 306902"	"锯齿"	"PI 306902"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0912"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"52.0"	"白"
"1180"	"7/36"	"Compositae(菊科)"	"23.21"	"印度"	"I4E01569"	"36"	"64.0"	"条纹"	"WHH01013"	"4/17"	"国外"	"--"	"45.5"	"PI 306903"	"锯齿"	"PI 306903"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0913"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"66.0"	"白"
"1181"	"7/28"	"Compositae(菊科)"	"22.72"	"孟加拉国"	"I4E01570"	"34"	"54.0"	"条纹"	"WHH01014"	"4/20"	"国外"	"--"	"45.4"	"PI 306905"	"锯齿"	"PI 306905"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0914"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"76.0"	"白"
"1182"	"8/08"	"Compositae(菊科)"	"22.22"	"印度"	"I4E01571"	"40"	"68.0"	"条纹"	"WHH01015"	"4/22"	"国外"	"--"	"50.0"	"PI 306906"	"锯齿"	"PI 306906"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0915"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔黄"
"1183"	"7/.0"	"Compositae(菊科)"	"27.02"	"印度"	"I4E01572"	"21"	"57.0"	"普通"	"WHH01016"	"4/19"	"国外"	"--"	"42.4"	"PI 306907"	"锯齿"	"PI 306907"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0916"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"63.0"	"桔黄"
"1184"	"8/30"	"Compositae(菊科)"	"31.00"	"印度"	"I4E01573"	"21"	"53.0"	"普通"	"WHH01017"	"4/20"	"国外"	"--"	"57.1"	"PI 306908"	"锯齿"	"PI 306908"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0917"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"42.0"	"桔黄"
"1185"	"8/04"	"Compositae(菊科)"	"28.68"	"印度"	"I4E01574"	"19"	"64.0"	"普通"	"WHH01018"	"4/22"	"国外"	"--"	"50.0"	"PI 306909"	"锯齿"	"PI 306909"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0918"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"桔黄"
"1186"	"8/04"	"Compositae(菊科)"	"25.95"	"印度"	"I4E01575"	"37"	"49.0"	"普通"	"WHH01019"	"4/22"	"国外"	"--"	"28.6"	"PI 306910"	"锯齿"	"PI 306910"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0919"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"72.0"	"黄"
"1187"	"8/04"	"Compositae(菊科)"	"19.47"	"印度"	"I4E01576"	"23"	"66.0"	"普通"	"WHH01020"	"4/19"	"国外"	"--"	"45.4"	"PI 306912"	"锯齿"	"PI 306912"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0920"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"86.0"	"黄"
"1188"	"8/08"	"Compositae(菊科)"	"26.87"	"印度"	"I4E01577"	"27"	"63.0"	"普通"	"WHH01021"	"4/22"	"国外"	"--"	"45.4"	"PI 306913"	"锯齿"	"PI 306913"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0921"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"黄"
"1189"	"8/08"	"Compositae(菊科)"	"23.82"	"印度"	"I4E01578"	"29"	"65.0"	"条纹"	"WHH01022"	"4/22"	"国外"	"--"	"40.0"	"PI 306915"	"锯齿"	"PI 306915"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0922"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"68.0"	"桔黄"
"1190"	"7/30"	"Compositae(菊科)"	"31.18"	"印度"	"I4E01579"	"23"	"58.0"	"条纹"	"WHH01023"	"4/19"	"国外"	"--"	"50.0"	"PI 306916"	"锯齿"	"PI 306916"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0923"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"67.0"	"红"
"1191"	"7/30"	"Compositae(菊科)"	"29.40"	"印度"	"I4E01883"	"16"	"64.0"	"普通"	"WHH01024"	"4/19"	"国外"	"--"	"54.5"	"PI 306947"	"锯齿"	"PI 306947"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0924"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔红"
"1192"	"7/30"	"Compositae(菊科)"	"27.91"	"印度"	"I4E01580"	"14"	"64.0"	"条纹"	"WHH01025"	"4/19"	"国外"	"--"	"45.4"	"PI 306918"	"锯齿"	"PI 306918"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0925"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"74.0"	"桔黄"
"1193"	"7/30"	"Compositae(菊科)"	"26.16"	"印度"	"I4E01581"	"27"	"63.0"	"条纹"	"WHH01026"	"4/19"	"国外"	"--"	"50.0"	"PI 306920"	"锯齿"	"PI 306920"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0926"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"62.0"	"桔黄"
"1194"	"8/08"	"Compositae(菊科)"	"26.83"	"印度"	"I4E01582"	"37"	"60.0"	"条纹"	"WHH01027"	"4/19"	"国外"	"--"	"50.0"	"PI 306921"	"锯齿"	"PI 306921"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0927"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔黄"
"1195"	"8/08"	"Compositae(菊科)"	"22.72"	"印度"	"I4E01583"	"21"	"57.0"	"普通"	"WHH01028"	"4/19"	"国外"	"--"	"42.8"	"PI 306922"	"锯齿"	"PI 306922"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0928"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"79.0"	"桔黄"
"1196"	"8/08"	"Compositae(菊科)"	"28.56"	"印度"	"I4E01584"	"27"	"53.0"	"普通"	"WHH01029"	"4/22"	"国外"	"--"	"45.4"	"PI 306923"	"锯齿"	"PI 306923"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0929"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"78.0"	"桔黄"
"1197"	"7/30"	"Compositae(菊科)"	"25.83"	"印度"	"I4E01585"	"20"	"49.0"	"普通"	"WHH01030"	"4/19"	"国外"	"--"	"50.0"	"PI 306924"	"锯齿"	"PI 306924"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0930"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"58.0"	"桔黄"
"1198"	"8/08"	"Compositae(菊科)"	"24.90"	"印度"	"I4E01884"	"30"	"56.0"	"条纹"	"WHH01031"	"4/19"	"国外"	"--"	"42.8"	"PI 306925"	"锯齿"	"PI 306925"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0931"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"桔黄"
"1199"	"8/04"	"Compositae(菊科)"	"21.50"	"印度"	"I4E01885"	"23"	"56.0"	"普通"	"WHH01032"	"4/22"	"国外"	"--"	"63.6"	"PI 306927"	"锯齿"	"PI 306927"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0932"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"77.0"	"桔黄"
"1200"	"8/04"	"Compositae(菊科)"	"24.70"	"印度"	"I4E01886"	"31"	"51.0"	"普通"	"WHH01033"	"4/19"	"国外"	"--"	"50.0"	"PI 306928"	"锯齿"	"PI 306928"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0933"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"86.0"	"桔黄"
"1201"	"7/30"	"Compositae(菊科)"	"26.46"	"印度"	"I4E01586"	"17"	"59.0"	"普通"	"WHH01034"	"4/30"	"国外"	"--"	"50.0"	"PI 306929"	"锯齿"	"PI 306929"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0934"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"58.0"	"黄"
"1202"	"7/30"	"Compositae(菊科)"	"23.14"	"印度"	"I4E01887"	"25"	"63.0"	"普通"	"WHH01035"	"4/22"	"国外"	"--"	"45.4"	"PI 306930"	"锯齿"	"PI 306930"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0935"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"59.0"	"黄"
"1203"	"8/04"	"Compositae(菊科)"	"34.00"	"印度"	"I4E01587"	"20"	"52.0"	"普通"	"WHH01036"	"4/30"	"国外"	"--"	"47.3"	"PI 306932"	"锯齿"	"PI 306932"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0936"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"66.0"	"桔黄"
"1204"	"//04"	"Compositae(菊科)"	"25.88"	"印度"	"I4E01588"	"18"	"54.0"	"普通"	"WHH01037"	"4/20"	"国外"	"--"	"47.6"	"PI 306933"	"锯齿"	"PI 306933"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0937"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"69.0"	"桔黄"
