"id"	"熟性"	"天然结实"	"科名"	"PVY"	"品种名称"	"丰产性"	"晚疫病抗性"	"大小"	"征集地点"	"淀粉含量"	"病毒抗感性"	"蒸食品质"	"肉色"	"省"	"形状"	"亲本"	"皮色"	"学名"	"统一编号"	"耐储性"	"译名"	"其它"	"属名"	"品种来源"	"PVX"	"皮光滑度"	"芽眼深浅"	"送留单位"	"花色"	"整齐度"
"422"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Tomasa Condemayta"	"低"	"--"	"--"	"CIP (1978)"	"11.0"	"感LR.X.Y病毒"	"--"	"淡黄"	"国外"	"扁圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00591"	"--"	"Tomasa Condemayta"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"浅紫红"	"黑院克 中院蔬"	"浅兰"	"不整齐"
"423"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Unknown"	"中"	"--"	"--"	"CIP (1984)"	"11.6"	"对Y病毒过敏,感X病毒"	"--"	"淡黄"	"国外"	"长椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00592"	"--"	"Unknown"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"浅"	"黑院克 中院蔬"	"白"	"整齐"
"424"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"V2"	"低"	"--"	"--"	"CIP (1984)"	"16.9"	"抗LR,对X.Y病毒过敏"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00593"	"--"	"V2"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"黑院克 中院蔬"	"白"	"不整齐"
"425"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Wn 630-5"	"中"	"--"	"--"	"CIP (1985)"	"16.9"	"轻感束体"	"--"	"白"	"国外"	"长椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00594"	"--"	"Wn 630-5"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中"	"黑院克 中院蔬"	"浅紫"	"不整齐"
"426"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Wn 705-11"	"中"	"--"	"--"	"CIP (1985)"	"19.0"	"感轻花束顶,抗Y病毒"	"--"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00595"	"--"	"Wn 705-11"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"黑院克 中院蔬"	"紫"	"整齐"
"427"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Yana lmilla"	"低"	"--"	"--"	"CIP (1978)"	"--"	"中感束顶,皱缩花叶"	"--"	"淡黄"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00596"	"--"	"Yana lmilla"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"中"	"黑院克 中院蔬"	"浅紫"	"整齐"
"428"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Ica Guantiva"	"低"	"--"	"--"	"CIP(1984)"	"13.4"	"感束顶,Y病毒,抗X,中抗LR"	"--"	"淡黄"	"国外"	"扁圆"	"--"	"深紫"	"Solanum tuberosum L.(马铃薯)"	"MSG00405"	"--"	"Ica Guantiva"	"--"	"Solanum(茄属)"	"哥伦比亚"	"--"	"--"	"浅"	"克山"	"紫红"	"不整齐"
"429"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Ica Narino"	"低"	"--"	"--"	"CIP(1985)"	"18.7"	"感束顶,LR、X、Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"紫红"	"Solanum tuberosum L.(马铃薯)"	"MSG00406"	"--"	"Ica Narino"	"--"	"Solanum(茄属)"	"哥伦比亚"	"--"	"--"	"浅"	"克山"	"蓝紫"	"不整齐"
"430"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Ica San Jorge"	"低"	"--"	"--"	"CIP(1984)"	"10.4"	"感LR、X、Y病毒"	"--"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00407"	"--"	"Ica San Jorge"	"--"	"Solanum(茄属)"	"哥伦比亚"	"--"	"--"	"中"	"克山"	"浅紫"	"整齐"
"431"	"中"	"--"	"Solanaceae(茄科)"	"--"	"I-1035"	"低"	"--"	"--"	"CIP(1984)"	"13.4"	"感LR、X病毒、对Y病毒过敏"	"--"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00408"	"--"	"I-1035"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"432"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"I-1039"	"中"	"--"	"--"	"CIP(1984)"	"17.4"	"感束顶、X病毒,抗Y病毒"	"--"	"黄"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00409"	"--"	"I-1039"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"中"	"克山"	"紫"	"不整齐"
"433"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"I-1150"	"中"	"--"	"--"	"CIP(1985)"	"14.4"	"感束顶、LR、X、Y病毒"	"--"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00410"	"--"	"I-1150"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"434"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"I-822"	"低"	"--"	"--"	"CIP(1984)"	"14.8"	"感束顶、X、Y病毒"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00411"	"--"	"I-822"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"中"	"克山"	"紫"	"整齐"
"435"	"中"	"--"	"Solanaceae(茄科)"	"--"	"I-850"	"中"	"--"	"--"	"CIP(1985)"	"17.9"	"感X病毒,对Y病毒过敏"	"--"	"白"	"国外"	"扁椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00412"	"--"	"I-850"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"436"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"I-853"	"中"	"--"	"--"	"CIP(1984)"	"18.2"	"感束顶、LR、X病毒,对病毒过敏"	"--"	"白"	"国外"	"长椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00413"	"--"	"I-853"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"437"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"I-931"	"低"	"--"	"--"	"CIP(1984)"	"10.7"	"感束顶、LR、X、Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00414"	"--"	"I-931"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"浅"	"克山"	"白"	"中"
"438"	"中"	"--"	"Solanaceae(茄科)"	"--"	"KTT-60-21-19"	"中"	"--"	"--"	"山东农科院蔬菜所"	"19.2"	"抗LR"	"--"	"黄"	"国外"	"椭圆"	"--"	"锈色"	"Solanum tuberosum L.(马铃薯)"	"MSG00415"	"--"	"KTT-60-21-19"	"--"	"Solanum(茄属)"	"荷兰"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"439"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Kufri Sindhuri"	"低"	"--"	"--"	"CIP(1986)"	"6.3"	"感LR、Y病害"	"--"	"淡黄"	"国外"	"圆"	"--"	"淡红"	"Solanum tuberosum L.(马铃薯)"	"MSG00416"	"--"	"Kufri Sindhuri"	"--"	"Solanum(茄属)"	"印度"	"--"	"--"	"中"	"克山"	"浅紫"	"整齐"
"440"	"中"	"--"	"Solanaceae(茄科)"	"--"	"KW-78-34-478"	"中"	"--"	"--"	"山东农科院蔬菜所"	"19.2"	"抗LR"	"--"	"黄"	"国外"	"椭圆"	"--"	"锈色"	"Solanum tuberosum L.(马铃薯)"	"MSG00417"	"--"	"KW-78-34-478"	"--"	"Solanum(茄属)"	"荷兰"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"441"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Le-1"	"高"	"--"	"--"	"美国(1985年)"	"14.4"	"感束顶、皱缩花叶"	"--"	"白"	"国外"	"长"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00418"	"--"	"Le-1"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"442"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Lemhi"	"中"	"--"	"--"	"美国(1985年)"	"15.4"	"感束顶"	"--"	"白"	"国外"	"长椭圆"	"--"	"锈色"	"Solanum tuberosum L.(马铃薯)"	"MSG00419"	"--"	"Lemhi"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"443"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Loman"	"低"	"--"	"--"	"CIP(1984)"	"17.3"	"感LR、抗X,对Y病毒过敏"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00420"	"--"	"Loman"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"444"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Lt-1"	"低"	"--"	"--"	"CIP(1984)"	"14.8"	"感LR、抗Y"	"--"	"淡黄"	"国外"	"扁圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00421"	"--"	"Lt-1"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"445"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Lt-4"	"高"	"--"	"--"	"CIP(1984)"	"--"	"感LR、X病毒,抗Y"	"--"	"白"	"国外"	"扁圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00422"	"--"	"Lt-4"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"中"	"克山"	"白"	"整齐"
"446"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Lt-5"	"高"	"--"	"--"	"CIP(1984)"	"18.2"	"感LR、Y病毒"	"--"	"淡黄"	"国外"	"扁椭圆"	"--"	"微粉"	"Solanum tuberosum L.(马铃薯)"	"MSG00423"	"--"	"Lt-5"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"447"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"MEX-32"	"低"	"--"	"--"	"CIP(1985)"	"17.1"	"感X、Y病毒,中抗LR"	"--"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00424"	"--"	"MEX-32"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"448"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"MEX-750815"	"中"	"--"	"--"	"CIP(1984)"	"18.5"	"感束顶,LR、X病毒,对Y病毒过敏"	"--"	"淡黄"	"国外"	"倒卵"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00425"	"--"	"MEX-750815"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"449"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"MEX-750821"	"中"	"--"	"--"	"CIP(1985)"	"18.4"	"感束顶LR、X、Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"淡红"	"Solanum tuberosum L.(马铃薯)"	"MSG00426"	"--"	"MEX-750821"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"450"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"MEX-750838"	"低"	"--"	"--"	"CIP(1984)"	"17.4"	"感束顶LR、X、Y病毒"	"--"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00427"	"--"	"MEX-750838"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"451"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Mineira"	"低"	"--"	"--"	"CIP(1985)"	"17.0"	"感LR、X、Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00428"	"--"	"Mineira"	"--"	"Solanum(茄属)"	"巴西"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"452"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Montsama"	"中"	"--"	"--"	"CIP(1985)"	"21.0"	"感LR、X,Y病毒"	"--"	"黄"	"国外"	"扁椭圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00429"	"--"	"Montsama"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"中"	"克山"	"浅紫"	"不整齐"
"453"	"中"	"--"	"Solanaceae(茄科)"	"--"	"MS-35.4"	"低"	"--"	"--"	"CIP(1984)"	"16.4"	"感 束顶、X、Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00430"	"--"	"MS-35.4"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"紫"	"整齐"
"454"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"MS-35.22"	"低"	"--"	"--"	"CIP(1984)"	"14.4"	"感束顶,LR、X病毒,中抗Y病毒"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00431"	"--"	"MS-35.22"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"紫"	"整齐"
"455"	"中"	"--"	"Solanaceae(茄科)"	"--"	"MS-91.18"	"低"	"--"	"--"	"CIP(1984)"	"15.1"	"感束顶、X病毒,抗Y病毒"	"--"	"黄"	"国外"	"扁圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00432"	"--"	"MS-91.18"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅紫红"	"克山"	"浅紫"	"不整齐"
"456"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Murca"	"中"	"--"	"--"	"CIP(1984)"	"15.6"	"感LR、X病毒,抗Y病毒"	"--"	"黄"	"国外"	"扁圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00433"	"--"	"Murca"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"中"	"克山"	"浅紫"	"不整齐"
"457"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"N-565.1"	"低"	"--"	"--"	"CIP(1985)"	"12.9"	"感LR、X、Y病毒"	"--"	"白"	"国外"	"扁圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00434"	"--"	"N-565.1"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"458"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"N-664-127-2"	"中"	"--"	"--"	"加拿大(1985)"	"15.9"	"感皱缩花叶"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00435"	"--"	"N-664-127-2"	"--"	"Solanum(茄属)"	"加拿大"	"--"	"--"	"浅"	"克山"	"--"	"整齐"
"459"	"中"	"--"	"Solanaceae(茄科)"	"--"	"N-664-127-4"	"高"	"--"	"--"	"加拿大(1985)"	"14.4"	"感皱缩花叶"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00436"	"--"	"N-664-127-4"	"--"	"Solanum(茄属)"	"加拿大"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"460"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Parda pastusa"	"低"	"--"	"--"	"CIP(1985)"	"14.9"	"感LR、X、Y病毒"	"--"	"白"	"国外"	"扁圆"	"--"	"淡红"	"Solanum tuberosum L.(马铃薯)"	"MSG00437"	"--"	"Parda pastusa"	"--"	"Solanum(茄属)"	"哥伦比亚"	"--"	"--"	"中"	"克山"	"白"	"不整齐"
"461"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Piratini"	"低"	"--"	"--"	"CIP(1984)"	"17.7"	"束顶重、感Y、LR病毒,抗X病毒"	"--"	"黄"	"国外"	"扁圆"	"--"	"淡红"	"Solanum tuberosum L.(马铃薯)"	"MSG00438"	"--"	"Piratini"	"--"	"Solanum(茄属)"	"巴西"	"--"	"--"	"中"	"克山"	"紫"	"不整齐"
"462"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Pirola"	"低"	"--"	"--"	"CIP(1984)"	"14.6"	"抗LR病 毒,对病毒免疫,对X过敏"	"--"	"白"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00439"	"--"	"Pirola"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"中"	"克山"	"白"	"不整齐"
"463"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"PI-1230502"	"低"	"--"	"--"	"CIP(1984)"	"14.6"	"感束顶、X病毒,对Y病毒过敏"	"--"	"淡黄"	"国外"	"圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00440"	"--"	"PI-1230502"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"深"	"克山"	"白"	"不整齐"
"464"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"POOS-16"	"高"	"--"	"--"	"CIP(1985)"	"15.6"	"感X病毒,抗LR"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00441"	"--"	"POOS-16"	"--"	"Solanum(茄属)"	"NDL"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"465"	"中"	"--"	"Solanaceae(茄科)"	"--"	"PSP-30.1"	"低"	"--"	"--"	"CIP(1984)"	"12.1"	"感LR、束顶、X、Y病毒"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00442"	"--"	"PSP-30.1"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"466"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"P-4"	"低"	"--"	"--"	"CIP(1985)"	"16.9"	"感束顶、皱缩 花叶"	"--"	"黄"	"国外"	"扁椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00443"	"--"	"P-4"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"467"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"P-5"	"低"	"--"	"--"	"CIP(1985)"	"19.0"	"轻微束顶"	"--"	"白"	"国外"	"扁圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00444"	"--"	"P-5"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅紫"	"克山"	"浅紫"	"不整齐"
"468"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"P-55.7"	"低"	"--"	"--"	"CIP(1984)"	"17.9"	"感束顶LR、Y病毒,抗X病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00445"	"--"	"P-55.7"	"--"	"Solanum(茄属)"	"GBR"	"--"	"--"	"中"	"克山"	"浅兰"	"不整齐"
"469"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Radosa"	"高"	"--"	"--"	"CIP(1985)"	"15.4"	"感束顶、皱缩花叶"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00446"	"--"	"Radosa"	"--"	"Solanum(茄属)"	"荷兰"	"--"	"--"	"浅"	"克山"	"浅紫红"	"--"
"470"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Rosa"	"高"	"--"	"--"	"加拿大(1985)"	"13.4"	"感LR、花叶"	"--"	"白"	"国外"	"椭圆"	"J171-8×wauseon"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00447"	"--"	"Rosa"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中红"	"克山"	"紫"	"整齐"
"471"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Rosida"	"中"	"--"	"--"	"CIP(1984)"	"15.4"	"感束顶X、Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00448"	"--"	"Rosida"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"中"	"克山"	"浅紫"	"整齐"
"472"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Roslin Castle"	"中"	"--"	"--"	"CIP(1984)"	"18.4"	"抗LR,对Y过敏"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00449"	"--"	"Roslin Castle"	"--"	"Solanum(茄属)"	"GBR"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"473"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"SA-1142"	"低"	"--"	"--"	"CIP(1984)"	"13.4"	"感束顶及皱缩花叶"	"--"	"黄"	"国外"	"椭圆"	"--"	"淡红"	"Solanum tuberosum L.(马铃薯)"	"MSG00450"	"--"	"SA-1142"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"中"	"克山"	"浅紫"	"不整齐"
"474"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"SA-388.A"	"低"	"--"	"--"	"CIP(1985)"	"11.1"	"感束顶LR、Y病毒,抗X病害"	"--"	"黄"	"国外"	"圆"	"--"	"粉红"	"Solanum tuberosum L.(马铃薯)"	"MSG00451"	"--"	"SA-388.A"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"中"	"克山"	"浅紫"	"--"
"475"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"S.andigena"	"低"	"--"	"--"	"CIP(1984)"	"--"	"感花叶、束顶"	"--"	"黄"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00452"	"--"	"S.andigena"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅紫"	"克山"	"深紫"	"不整齐"
"476"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Sangre"	"中"	"--"	"--"	"美国(1985)"	"14.1"	"轻束顶"	"--"	"白"	"国外"	"椭圆"	"Viking×A6356.9"	"深红"	"Solanum tuberosum L.(马铃薯)"	"MSG00453"	"--"	"Sangre"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中"	"克山"	"紫"	"整齐"
"477"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Saturna"	"高"	"--"	"--"	"CIP(1985)"	"21"	"感束顶、皱缩花叶"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00454"	"--"	"Saturna"	"--"	"Solanum(茄属)"	"荷兰"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"478"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Serrana"	"高"	"--"	"--"	"CIP(1984)"	"14.9"	"抗LR、Y病 ,对X免疫"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00455"	"--"	"Serrana"	"--"	"Solanum(茄属)"	"阿根廷"	"--"	"--"	"浅"	"克山"	"蓝"	"不整齐"
"479"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Seseni"	"低"	"--"	"--"	"CIP(1985)"	"13.3"	"感LR、X、Y病毒"	"--"	"淡黄"	"国外"	"长圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00456"	"--"	"Seseni"	"--"	"Solanum(茄属)"	"ZAR"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"480"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Sierea volcan"	"低"	"--"	"--"	"CIP(1985)"	"8.6"	"感束顶LR、X、Y病毒"	"--"	"白"	"国外"	"圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00457"	"--"	"Sierea volcan"	"--"	"Solanum(茄属)"	"阿根廷"	"--"	"--"	"中"	"克山"	"白"	"不整齐"
"481"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Tollocan"	"低"	"--"	"--"	"CIP(1984)"	"16.4"	"感LR、X、Y病毒"	"--"	"黄"	"国外"	"扁圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00458"	"--"	"Tollocan"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"482"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"V2"	"低"	"--"	"--"	"CIP(1984)"	"16.9"	"抗LR,对X、Y过敏"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00459"	"--"	"V2"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"483"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Wn705-11"	"中"	"--"	"--"	"美国(1985)"	"16.9"	"轻感束顶"	"--"	"白"	"国外"	"长椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00460"	"--"	"Wn705-11"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中"	"克山"	"浅紫"	"不整齐"
"484"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Yana Imilla"	"低"	"--"	"--"	"CIP(1978)"	"--"	"中感皱顶,皱缩花叶"	"--"	"淡黄"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00461"	"--"	"Yana Imilla"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"中"	"克山"	"浅紫"	"整齐"
"485"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Yukon Gold"	"中"	"--"	"--"	"加拿大(1978)"	"16.8"	"感 束顶,高抗A病毒,中抗LR"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00462"	"--"	"Yukon Gold"	"--"	"Solanum(茄属)"	"加拿大"	"--"	"--"	"浅红"	"克山"	"浅紫"	"中"
"486"	"中"	"--"	"Solanaceae(茄科)"	"--"	"377852.1×800938"	"低"	"--"	"--"	"CIP(1984)"	"13.7"	"感皱缩花叶,LR病毒"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00463"	"--"	"377852.1×800938"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"浅紫"	"整齐"
"487"	"中"	"--"	"Solanaceae(茄科)"	"--"	"377852.2×PI/PSBK"	"中"	"--"	"--"	"CIP(1984)"	"16.7"	"感皱缩花叶,束顶"	"--"	"乳白"	"国外"	"扁椭圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00464"	"--"	"377852.2×PI/PSBK"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"克山"	"紫"	"不整齐"
