"id"	"异亮氨酸"	"单位编号"	"样品类型"	"棱翅"	"花色"	"蛋氨酸"	"维生素PP"	"主茎节数"	"酪氨酸"	"硒"	"苯丙氨酸"	"籽粒形状"	"脂肪"	"译名"	"磷"	"色氨酸"	"千粒重"	"苏氨酸"	"属名"	"种子来源地"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"谷壳率"	"天冬氨酸"	"生育日数"	"茎色"	"谷氨酸"	"省"	"类型"	"精氨酸"	"库编号"	"品种名称"	"倒伏性"	"主茎分枝数"	"株型"	"丙氨酸"	"学名"	"叶色"	"维生素E"	"腹沟"	"铁"	"脯氨酸"	"籽粒颜色"	"株高"	"组氨酸"	"保存单位"	"缬氨酸"	"锌"	"统一编号"	"铜"	"蛋白质"	"落粒性"	"胱氨酸"	"亮氨酸"	"钙"	"总和"	"单株粒重"	"锰"	"科名"
"149"	"0.61"	"M34"	"地方"	"有"	"粉红"	"0.22"	"1.88"	"8.1"	"0.41"	"0.040"	"0.77"	"长形"	"--"	"XIAO TIAN QIAO"	"5398"	"0.17"	"25.6"	"0.60"	"Fagopyrum(荞麦属)"	"乐都县"	"0.80"	"0.93"	"0.94"	"24.30"	"1.55"	"98"	"淡红"	"3.18"	"青海"	"甜荞"	"1.56"	"I1M00071"	"小甜荞"	"中"	"5.1"	"--"	"0.69"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"2.38"	"--"	"160.80"	"0.58"	"褐"	"66.0"	"0.39"	"青农科院"	"0.79"	"30.26"	"00000742"	"9.300"	"--"	"轻"	"0.23"	"1.03"	"700.9"	"15.45"	"4.40"	"16.590"	"Polygonum(蓼科)"
"150"	"--"	"03"	"地方"	"无"	"白"	"--"	"--"	"15.2"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"28.2"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"16.80"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M01520"	"塔城荞麦"	"不抗"	"4.6"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"棕"	"130.0"	"--"	"新农科院"	"--"	"--"	"00000758"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"2.25"	"--"	"Polygonum(蓼科)"
"151"	"--"	"04"	"地方"	"无"	"白"	"--"	"--"	"15.7"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"27.2"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"16.00"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"--"	"塔城荞麦"	"不抗"	"3.7"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"棕"	"136.4"	"--"	"新农科院"	"--"	"--"	"00000759"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"3.00"	"--"	"Polygonum(蓼科)"
"152"	"--"	"05"	"地方"	"无"	"白"	"--"	"--"	"14.6"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"28.0"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"16.50"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"--"	"塔城荞麦"	"不抗"	"4.1"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"棕"	"134.6"	"--"	"新农科院"	"--"	"--"	"00000760"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"3.40"	"--"	"Polygonum(蓼科)"
"153"	"--"	"06"	"地方"	"无"	"白"	"--"	"--"	"15.7"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"28.2"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"16.70"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"--"	"塔城荞麦"	"不抗"	"3.7"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"141.6"	"--"	"新农科院"	"--"	"--"	"00000761"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.90"	"--"	"Polygonum(蓼科)"
"154"	"--"	"07"	"地方"	"无"	"粉红"	"--"	"--"	"14.8"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"27.0"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"19.00"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M00673"	"塔城荞麦"	"不抗"	"4.0"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"138.1"	"--"	"新农科院"	"--"	"--"	"00000762"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.32"	"--"	"Polygonum(蓼科)"
"155"	"--"	"08"	"地方"	"无"	"白"	"--"	"--"	"14.4"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"25.5"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"20.00"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M01530"	"塔城荞麦"	"不抗"	"4.4"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"137.0"	"--"	"新农科院"	"--"	"--"	"00000763"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"2.60"	"--"	"Polygonum(蓼科)"
"156"	"--"	"09"	"地方"	"无"	"白"	"--"	"--"	"14.4"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"28.9"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"17.00"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M01521"	"塔城荞麦"	"不抗"	"3.8"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"138.9"	"--"	"新农科院"	"--"	"--"	"00000764"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"0.90"	"--"	"Polygonum(蓼科)"
"157"	"--"	"10"	"地方"	"无"	"白"	"--"	"--"	"14.5"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"29.2"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"20.00"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M00674"	"塔城荞麦"	"不抗"	"3.9"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"140.7"	"--"	"新农科院"	"--"	"--"	"00000765"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.45"	"--"	"Polygonum(蓼科)"
"158"	"--"	"11"	"地方"	"无"	"粉红"	"--"	"--"	"14.3"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"26.7"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"17.80"	"--"	"91"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M00675"	"塔城荞麦"	"不抗"	"3.8"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"126.0"	"--"	"新农科院"	"--"	"--"	"00000766"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"0.94"	"--"	"Polygonum(蓼科)"
"159"	"--"	"12"	"地方"	"无"	"白"	"--"	"--"	"14.7"	"--"	"--"	"--"	"长形"	"--"	"TA CHENG QIAO MAI"	"--"	"--"	"28.8"	"--"	"Fagopyrum(荞麦属)"	"塔城地区"	"--"	"--"	"--"	"20.00"	"--"	"90"	"红"	"--"	"新疆"	"甜荞"	"--"	"I1M01531"	"塔城荞麦"	"不抗"	"4.1"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"131.9"	"--"	"新农科院"	"--"	"--"	"00000767"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.16"	"--"	"Polygonum(蓼科)"
"160"	"--"	"30"	"国外"	"无"	"白"	"--"	"--"	"11.5"	"--"	"--"	"--"	"长形"	"--"	"SU LIAN QIAO MAI"	"--"	"--"	"25.7"	"--"	"Fagopyrum(荞麦属)"	"苏联"	"--"	"--"	"--"	"22.00"	"--"	"89"	"红"	"--"	"国外"	"甜荞"	"--"	"I1M01524"	"苏联荞麦"	"不抗"	"3.3"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"灰"	"123.7"	"--"	"新农科院"	"--"	"--"	"00000785"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"3.37"	"--"	"Polygonum(蓼科)"
"161"	"0.40"	"C2"	"地方"	"无"	"粉白"	"0.13"	"2.02"	"9.5"	"0.27"	"0.015"	"0.47"	"长形"	"--"	"E QI"	"2790"	"0.11"	"18.6"	"0.36"	"Fagopyrum(荞麦属)"	"喜德县"	"0.43"	"0.58"	"0.57"	"28.00"	"0.91"	"89"	"红"	"1.78"	"四川"	"甜荞"	"0.86"	"I1M01035"	"额期"	"不抗"	"2.1"	"--"	"0.43"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.50"	"--"	"232.70"	"0.35"	"深褐"	"77.0"	"0.23"	"川凉山州昭觉农科所"	"0.53"	"16.85"	"00000787"	"6.310"	"--"	"轻"	"0.04"	"0.64"	"407.5"	"9.09"	"0.02"	"21.230"	"Polygonum(蓼科)"
"162"	"0.34"	"C3"	"地方"	"无"	"粉白"	"0.15"	"2.46"	"8.5"	"0.29"	"0.006"	"0.51"	"长形"	"--"	"XI MI QIAO"	"3211"	"0.11"	"23.5"	"0.36"	"Fagopyrum(荞麦属)"	"木里县"	"0.49"	"0.50"	"0.52"	"25.00"	"0.92"	"89"	"红"	"1.70"	"四川"	"甜荞"	"0.78"	"I1M01380"	"细米荞"	"不抗"	"2.3"	"--"	"0.46"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.04"	"--"	"223.10"	"0.33"	"深褐"	"81.0"	"0.18"	"川凉山州昭觉农科所"	"0.42"	"45.97"	"00000788"	"8.790"	"--"	"轻"	"0.14"	"0.63"	"562.9"	"8.83"	"0.01"	"21.910"	"Polygonum(蓼科)"
"163"	"0.42"	"C4"	"地方"	"无"	"粉红"	"0.14"	"1.23"	"8.3"	"0.27"	"0.013"	"0.49"	"长形"	"--"	"E QI"	"2605"	"0.12"	"24.2"	"0.37"	"Fagopyrum(荞麦属)"	"雷波县"	"0.45"	"0.60"	"0.60"	"25.00"	"0.95"	"89"	"红"	"1.91"	"四川"	"甜荞"	"0.91"	"I1M01036"	"额其"	"不抗"	"1.3"	"--"	"0.44"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.42"	"--"	"180.10"	"0.35"	"深褐"	"76.0"	"0.24"	"川凉山州昭觉农科所"	"0.55"	"23.58"	"00000789"	"9.450"	"--"	"轻"	"0.05"	"0.67"	"508.0"	"9.53"	"0.01"	"22.670"	"Polygonum(蓼科)"
"164"	"0.38"	"C5"	"地方"	"无"	"粉红"	"0.12"	"1.57"	"7.7"	"0.26"	"0.020"	"0.45"	"长形"	"--"	"YAN CHU"	"3011"	"0.11"	"25.9"	"0.35"	"Fagopyrum(荞麦属)"	"德昌县"	"0.42"	"0.55"	"0.55"	"20.00"	"0.90"	"89"	"红"	"1.78"	"四川"	"甜荞"	"0.84"	"I1M01037"	"岩处"	"不抗"	"2.4"	"--"	"0.42"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.30"	"--"	"50.10"	"0.33"	"深褐"	"63.0"	"0.22"	"川凉山州昭觉农科所"	"0.51"	"17.93"	"00000790"	"6.360"	"--"	"轻"	"0.03"	"0.62"	"299.7"	"8.84"	"0.09"	"18.120"	"Polygonum(蓼科)"
"165"	"0.42"	"C6"	"地方"	"无"	"粉红"	"0.18"	"1.41"	"8.1"	"0.30"	"0.017"	"0.50"	"长形"	"--"	"E CHU"	"4284"	"0.10"	"27.9"	"0.40"	"Fagopyrum(荞麦属)"	"德昌县"	"0.51"	"0.64"	"0.61"	"23.00"	"1.01"	"89"	"红"	"2.06"	"四川"	"甜荞"	"1.02"	"I1M01038"	"呃处"	"不抗"	"2.3"	"--"	"0.46"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.23"	"--"	"51.70"	"0.37"	"深褐"	"69.0"	"0.25"	"川凉山州昭觉农科所"	"0.55"	"20.69"	"00000791"	"7.620"	"--"	"轻"	"0.05"	"0.70"	"287.7"	"10.13"	"0.27"	"15.030"	"Polygonum(蓼科)"
"166"	"0.44"	"C7"	"地方"	"无"	"粉白"	"0.21"	"2.14"	"8.8"	"0.34"	"0.032"	"0.60"	"长形"	"--"	"E QI"	"3899"	"0.08"	"30.5"	"0.40"	"Fagopyrum(荞麦属)"	"越西县"	"0.53"	"0.68"	"0.64"	"22.00"	"1.09"	"89"	"红"	"2.23"	"四川"	"甜荞"	"1.05"	"I1M00271"	"额柒"	"不抗"	"2.0"	"--"	"0.53"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.26"	"--"	"464.90"	"0.50"	"深褐"	"65.0"	"0.26"	"川凉山州昭觉农科所"	"0.61"	"30.43"	"00000792"	"11.290"	"--"	"轻"	"0.25"	"0.78"	"389.8"	"11.22"	"0.10"	"29.120"	"Polygonum(蓼科)"
"167"	"0.45"	"C8"	"地方"	"无"	"粉白"	"0.17"	"1.76"	"8.7"	"0.31"	"0.020"	"0.55"	"长形"	"--"	"LIANG HE TIAN QIAO"	"3361"	"0.12"	"25.4"	"0.43"	"Fagopyrum(荞麦属)"	"甘洛县"	"0.54"	"0.07"	"0.64"	"26.00"	"1.08"	"89"	"红"	"2.18"	"四川"	"甜荞"	"1.04"	"I1M01039"	"两河甜荞"	"不抗"	"2.6"	"--"	"0.48"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.59"	"--"	"121.70"	"0.39"	"深褐"	"71.0"	"0.27"	"川凉山州昭觉农科所"	"0.59"	"22.96"	"00000793"	"7.940"	"--"	"轻"	"0.09"	"0.75"	"515.4"	"10.15"	"0.20"	"19.690"	"Polygonum(蓼科)"
"168"	"0.34"	"C9"	"地方"	"无"	"粉白"	"0.07"	"6.15"	"7.7"	"0.28"	"0.012"	"0.51"	"长形"	"--"	"DA HUA QIAO"	"2003"	"0.09"	"26.4"	"0.35"	"Fagopyrum(荞麦属)"	"木里县"	"0.47"	"0.49"	"0.49"	"28.00"	"0.92"	"89"	"红"	"1.66"	"四川"	"甜荞"	"0.75"	"I1M01381"	"大花荞"	"不抗"	"2.0"	"--"	"0.45"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.24"	"--"	"103.30"	"0.32"	"深褐"	"67.0"	"0.18"	"川凉山州昭觉农科所"	"0.42"	"34.15"	"00000794"	"5.780"	"--"	"轻"	"0.12"	"0.62"	"359.7"	"8.53"	"0.08"	"16.290"	"Polygonum(蓼科)"
"169"	"0.37"	"C10"	"地方"	"无"	"粉红"	"0.11"	"3.37"	"7.7"	"0.29"	"0.041"	"0.45"	"长形"	"--"	"E CHU"	"3943"	"0.11"	"24.3"	"0.37"	"Fagopyrum(荞麦属)"	"金阳县"	"0.51"	"0.57"	"0.56"	"24.00"	"0.92"	"89"	"红"	"1.75"	"四川"	"甜荞"	"0.88"	"I1M01293"	"额楚"	"不抗"	"2.6"	"--"	"0.38"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.44"	"--"	"483.60"	"0.36"	"深褐"	"81.0"	"0.23"	"川凉山州昭觉农科所"	"0.47"	"22.34"	"00000795"	"16.760"	"--"	"轻"	"0.15"	"0.65"	"472.3"	"9.13"	"0.06"	"21.050"	"Polygonum(蓼科)"
"170"	"0.32"	"C11"	"地方"	"无"	"粉红"	"0.13"	"3.69"	"8.0"	"0.27"	"0.033"	"0.43"	"长形"	"--"	"NAN WAN TIAN QIAO"	"2870"	"0.10"	"24.7"	"0.36"	"Fagopyrum(荞麦属)"	"金阳县"	"0.49"	"0.55"	"0.55"	"25.00"	"0.88"	"89"	"红"	"1.75"	"四川"	"甜荞"	"0.85"	"I1M01294"	"南丸甜荞"	"不抗"	"1.9"	"--"	"0.37"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.70"	"--"	"239.20"	"0.37"	"深褐"	"82.0"	"0.21"	"川凉山州昭觉农科所"	"0.43"	"26.88"	"00000796"	"13.760"	"--"	"轻"	"0.16"	"0.62"	"496.8"	"8.84"	"0.06"	"32.940"	"Polygonum(蓼科)"
"171"	"0.40"	"Ca1"	"地方"	"有"	"粉白"	"0.17"	"3.43"	"9.7"	"0.30"	"0.024"	"0.60"	"长形"	"--"	"YAN YUAN CHI QIAO"	"3075"	"0.10"	"33.4"	"0.37"	"Fagopyrum(荞麦属)"	"盐沅县"	"0.52"	"0.62"	"0.61"	"29.50"	"1.06"	"89"	"红"	"2.28"	"四川"	"甜荞"	"1.04"	"I1M00274"	"盐沅翅荞"	"不抗"	"2.5"	"--"	"0.51"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.40"	"--"	"283.60"	"0.42"	"棕褐"	"87.1"	"0.24"	"川凉山州昭觉农科所"	"0.57"	"31.94"	"00000814"	"9.650"	"--"	"轻"	"0.21"	"0.72"	"556.7"	"10.74"	"0.20"	"34.570"	"Polygonum(蓼科)"
"172"	"0.51"	"Ca2"	"地方"	"有"	"粉白"	"0.20"	"3.27"	"17.4"	"0.38"	"0.092"	"0.71"	"长形"	"--"	"YAN YUAN CI QIAO"	"3988"	"0.11"	"21.2"	"0.45"	"Fagopyrum(荞麦属)"	"盐沅县"	"0.62"	"0.75"	"0.73"	"26.50"	"1.30"	"89"	"红"	"2.73"	"四川"	"甜荞"	"1.29"	"I1M00275"	"盐沅刺荞"	"不抗"	"2.4"	"--"	"0.60"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.30"	"--"	"100.10"	"0.54"	"棕褐"	"83.9"	"0.31"	"川凉山州昭觉农科所"	"0.71"	"37.29"	"00000815"	"7.810"	"--"	"轻"	"0.25"	"0.88"	"518.2"	"13.07"	"0.30"	"35.880"	"Polygonum(蓼科)"
"173"	"0.46"	"001"	"地方"	"无"	"淡绿"	"0.19"	"3.39"	"16.0"	"0.35"	"0.063"	"0.56"	"长形"	"--"	"82-1-1"	"3673"	"0.09"	"22.5"	"0.46"	"Fagopyrum(荞麦属)"	"石台"	"0.61"	"0.69"	"0.69"	"25.90"	"1.09"	"83"	"紫红"	"2.16"	"安徽"	"甜荞"	"1.09"	"I1M00039"	"82-1-1"	"不抗"	"6.0"	"--"	"0.54"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.14"	"--"	"92.50"	"0.43"	"褐"	"134.0"	"0.27"	"皖农科院作物所"	"0.57"	"30.74"	"00000816"	"10.560"	"--"	"重"	"0.24"	"0.78"	"458.9"	"11.27"	"1.34"	"31.950"	"Polygonum(蓼科)"
"174"	"0.47"	"002"	"地方"	"无"	"淡绿"	"0.18"	"4.36"	"24.0"	"0.35"	"0.028"	"0.55"	"长形"	"--"	"82-3-1"	"4219"	"0.10"	"22.2"	"0.46"	"Fagopyrum(荞麦属)"	"濉溪"	"0.58"	"0.70"	"0.69"	"26.10"	"1.09"	"85"	"紫红"	"2.15"	"安徽"	"甜荞"	"1.07"	"I1M00040"	"82-3-1"	"中"	"11.0"	"--"	"0.53"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"3.00"	"--"	"154.10"	"0.42"	"褐"	"126.0"	"0.27"	"皖农科院作物所"	"0.60"	"38.39"	"00000817"	"14.530"	"--"	"重"	"0.19"	"0.78"	"353.9"	"11.18"	"1.28"	"19.870"	"Polygonum(蓼科)"
"175"	"0.42"	"003"	"地方"	"无"	"淡绿"	"0.20"	"3.72"	"26.0"	"0.31"	"0.045"	"0.48"	"长形"	"--"	"82-3-2"	"3300"	"0.09"	"19.8"	"0.42"	"Fagopyrum(荞麦属)"	"濉溪"	"0.51"	"0.63"	"0.63"	"26.10"	"0.95"	"85"	"紫红"	"1.86"	"安徽"	"甜荞"	"0.91"	"I1M00041"	"82-3-2"	"中"	"8.0"	"--"	"0.50"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"1.86"	"--"	"84.00"	"0.41"	"褐"	"100.0"	"0.24"	"皖农科院作物所"	"0.53"	"28.82"	"00000818"	"9.320"	"--"	"重"	"0.17"	"0.70"	"438.9"	"9.96"	"0.83"	"23.990"	"Polygonum(蓼科)"
"176"	"0.42"	"004"	"地方"	"无"	"淡绿"	"0.18"	"3.65"	"26.0"	"0.30"	"0.043"	"0.50"	"长形"	"--"	"82-3-3"	"3300"	"0.08"	"19.9"	"0.41"	"Fagopyrum(荞麦属)"	"濉溪"	"0.52"	"0.63"	"0.61"	"26.20"	"0.98"	"83"	"紫红"	"1.92"	"安徽"	"甜荞"	"0.94"	"I1M00042"	"82-3-3"	"不抗"	"8.0"	"--"	"0.48"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"2.69"	"--"	"93.10"	"0.40"	"褐"	"120.0"	"0.24"	"皖农科院作物所"	"0.53"	"32.49"	"00000819"	"10.170"	"--"	"重"	"0.17"	"0.71"	"304.8"	"10.02"	"0.79"	"17.310"	"Polygonum(蓼科)"
"177"	"0.49"	"007"	"地方"	"无"	"白"	"0.19"	"3.31"	"23.0"	"0.34"	"0.034"	"0.62"	"长形"	"--"	"82-5-1"	"4712"	"0.08"	"21.5"	"0.48"	"Fagopyrum(荞麦属)"	"宁国"	"0.64"	"0.71"	"0.72"	"26.00"	"1.18"	"86"	"紫红"	"2.38"	"安徽"	"甜荞"	"1.24"	"I1M00043"	"82-5-1"	"不抗"	"4.0"	"--"	"0.56"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"4.96"	"--"	"93.00"	"0.46"	"褐"	"100.0"	"0.29"	"皖农科院作物所"	"0.62"	"38.14"	"00000820"	"10.090"	"--"	"重"	"0.19"	"0.83"	"378.3"	"12.02"	"0.91"	"17.010"	"Polygonum(蓼科)"
"178"	"0.44"	"008"	"地方"	"无"	"白"	"0.17"	"2.95"	"26.0"	"0.32"	"0.053"	"0.53"	"长形"	"--"	"82-5-2"	"2622"	"0.14"	"21.3"	"0.43"	"Fagopyrum(荞麦属)"	"宁国"	"0.56"	"0.06"	"0.66"	"26.10"	"1.04"	"86"	"紫"	"2.11"	"安徽"	"甜荞"	"1.06"	"I1M00044"	"82-5-2"	"不抗"	"4.0"	"--"	"0.50"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.86"	"--"	"55.60"	"0.41"	"褐"	"110.0"	"0.25"	"皖农科院作物所"	"0.55"	"32.09"	"00000821"	"8.860"	"--"	"重"	"0.15"	"0.74"	"268.2"	"10.12"	"0.86"	"18.230"	"Polygonum(蓼科)"
"179"	"0.48"	"009"	"地方"	"无"	"淡绿"	"0.19"	"2.87"	"27.0"	"0.29"	"0.041"	"0.57"	"长形"	"--"	"82-5-3"	"2463"	"0.12"	"20.4"	"0.43"	"Fagopyrum(荞麦属)"	"宁国"	"0.54"	"0.67"	"0.66"	"26.30"	"0.98"	"83"	"淡红"	"2.12"	"安徽"	"甜荞"	"1.08"	"I1M00045"	"82-5-3"	"中"	"7.0"	"--"	"0.48"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"0.16"	"--"	"58.90"	"0.39"	"褐"	"135.0"	"0.28"	"皖农科院作物所"	"0.58"	"42.10"	"00000822"	"10.480"	"--"	"重"	"0.19"	"0.77"	"363.3"	"10.82"	"0.62"	"17.100"	"Polygonum(蓼科)"
"180"	"0.44"	"010"	"地方"	"无"	"淡绿"	"0.11"	"5.82"	"17.0"	"0.34"	"0.096"	"0.58"	"长形"	"--"	"82-5-4"	"3568"	"0.06"	"24.2"	"0.44"	"Fagopyrum(荞麦属)"	"宁国"	"0.58"	"0.66"	"0.62"	"26.20"	"1.07"	"85"	"微红"	"2.15"	"安徽"	"甜荞"	"1.02"	"I1M00745"	"82-5-4"	"不抗"	"3.0"	"--"	"0.53"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.09"	"--"	"1000.00"	"0.43"	"褐"	"60.0"	"0.26"	"皖农科院作物所"	"0.57"	"28.01"	"00000823"	"8.650"	"--"	"重"	"0.19"	"0.76"	"585.6"	"10.81"	"0.22"	"32.160"	"Polygonum(蓼科)"
"181"	"0.45"	"1003"	"地方"	"有"	"白"	"0.12"	"1.78"	"14.0"	"0.35"	"0.062"	"0.63"	"长形"	"--"	"FENG CHENG QIAO MAI"	"4120"	"0.09"	"25.6"	"0.47"	"Fagopyrum(荞麦属)"	"丰城"	"0.65"	"0.75"	"0.69"	"20.00"	"1.22"	"77"	"红"	"2.63"	"江西"	"甜荞"	"1.20"	"I1M00001"	"丰城荞麦"	"不抗"	"4.5"	"--"	"0.58"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"2.10"	"--"	"256.80"	"0.47"	"黑"	"95.0"	"0.28"	"赣吉安地区农科所"	"0.61"	"28.53"	"00000856"	"6.440"	"--"	"轻"	"0.24"	"0.83"	"394.1"	"12.26"	"11.50"	"10.050"	"Polygonum(蓼科)"
"182"	"0.51"	"1004"	"地方"	"有"	"白"	"0.16"	"1.66"	"14.0"	"0.39"	"0.076"	"0.71"	"长形"	"--"	"DE XING QIAO MAI"	"3612"	"0.09"	"24.1"	"0.53"	"Fagopyrum(荞麦属)"	"德兴"	"0.73"	"0.82"	"0.80"	"18.00"	"1.38"	"75"	"红"	"2.93"	"江西"	"甜荞"	"1.37"	"I1M00730"	"德兴荞麦"	"中"	"3.6"	"--"	"0.66"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.65"	"--"	"88.30"	"0.56"	"黑"	"104.0"	"0.32"	"赣吉安地区农科所"	"0.68"	"27.61"	"00000857"	"7.740"	"--"	"轻"	"0.27"	"0.94"	"381.2"	"13.85"	"6.10"	"8.720"	"Polygonum(蓼科)"
"183"	"0.42"	"1005"	"地方"	"有"	"白"	"0.12"	"2.04"	"15.0"	"0.32"	"0.060"	"0.54"	"长形"	"--"	"GANG GU QIAO MAI"	"3911"	"0.10"	"26.0"	"0.44"	"Fagopyrum(荞麦属)"	"钢鼓"	"0.60"	"0.70"	"0.71"	"18.00"	"1.14"	"76"	"红"	"2.33"	"江西"	"甜荞"	"1.13"	"I1M00002"	"钢鼓荞麦"	"不抗"	"4.6"	"--"	"0.53"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.45"	"--"	"116.00"	"0.45"	"黑"	"107.0"	"0.27"	"赣吉安地区农科所"	"0.57"	"29.82"	"00000858"	"8.060"	"--"	"轻"	"0.25"	"0.77"	"414.4"	"11.39"	"9.00"	"10.480"	"Polygonum(蓼科)"
