"id"	"抗病性"	"单位编号"	"叶面刺毛"	"省"	"备注"	"根地上皮色"	"叶型"	"根肉口感"	"风味"	"栽培时期"	"译名"	"繁种单位"	"根地上部长"	"千粒重"	"属名"	"叶形"	"抗虫性"	"肉质根长"	"耐热性"	"根肉主色"	"肉质根粗"	"收获期"	"熟性"	"抗逆性"	"叶片长"	"品种名称"	"耐涝性"	"根形"	"学名"	"叶色"	"贮藏性"	"根肉水分"	"叶簇"	"叶裂刻"	"耐旱性"	"单根重"	"播种期"	"根肉质"	"品种来源"	"小裂片对数"	"耐寒性"	"叶柄色"	"种质库编号"	"统一编号"	"科名"	"用途"	"单产"	"根地下皮色"	"叶片宽"	"根肉次色"	"生长期"
"215"	"--"	"Rs102(92)"	"无"	"安徽"	"--"	"绿"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"安徽农科院园艺所"	"10"	"7.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"17"	"弱"	"白"	"10"	"11中下"	"中晚"	"--"	"40"	"中埠青头萝卜"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"多"	"半直立"	"全裂"	"中"	"280"	"8下"	"致密"	"安徽巢县"	"9"	"强"	"浅绿"	"--"	"V01A1190"	"Cruciferae(十字花科)"	"熟食"	"3333"	"白"	"16"	"--"	"--"
"216"	"--"	"Rs105(93)"	"无"	"安徽"	"--"	"浅绿"	"花叶"	"脆嫩"	"--"	"--"	"--"	"安徽农科院园艺所"	"10"	"7.3"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"17"	"--"	"白"	"13"	"11上"	"中"	"--"	"45"	"水果酥萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"绿"	"--"	"多"	"半直立"	"深裂"	"--"	"195"	"8下"	"致密"	"安徽肥东县"	"8"	"--"	"浅绿"	"--"	"V01A1194"	"Cruciferae(十字花科)"	"生食"	"3000"	"白"	"17"	"--"	"--"
"217"	"抗花叶病毒病"	"Rs88(91)"	"中"	"安徽"	"--"	"绿"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"安徽农科院园艺所"	"15"	"9.0"	"Raphanus(萝卜属)"	"长椭圆"	"抗蚜虫中"	"26"	"弱"	"白"	"10"	"11下"	"中晚"	"--"	"40"	"系马桩"	"强"	"纺锤"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"直立"	"全裂"	"强"	"1000"	"8上"	"致密"	"安徽淮北市"	"8"	"强"	"浅绿"	"--"	"V01A1197"	"Cruciferae(十字花科)"	"熟食"	"4667"	"白"	"17"	"--"	"--"
"218"	"--"	"Rs113(93)"	"无"	"安徽"	"--"	"白绿"	"花叶"	"脆嫩"	"甜"	"--"	"--"	"安徽农科院园艺所"	"2"	"7.6"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"19"	"--"	"白"	"3"	"10下"	"中早"	"--"	"29"	"长白萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"浅绿"	"--"	"中"	"直立"	"全裂"	"--"	"125"	"8上中"	"致密"	"安徽芜湖县"	"9"	"强"	"浅绿"	"--"	"V01A1198"	"Cruciferae(十字花科)"	"熟食"	"2800"	"白"	"3"	"--"	"--"
"219"	"--"	"Rs110(93)"	"无"	"安徽"	"--"	"白"	"花叶"	"粗松"	"甜"	"--"	"--"	"安徽农科院园艺所"	"3"	"6.5"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"10"	"--"	"白"	"8"	"10下"	"中早"	"--"	"36"	"石台圆白萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"浅绿"	"--"	"中"	"直立"	"全裂"	"--"	"210"	"8上中"	"疏松"	"安徽石台县"	"9"	"--"	"浅绿"	"--"	"V01A1202"	"Cruciferae(十字花科)"	"熟食"	"2800"	"白"	"12"	"--"	"--"
"220"	"--"	"Rs92(92)"	"无"	"安徽"	"--"	"绿"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"安徽农科院园艺所"	"7"	"6.8"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"13"	"中"	"白"	"6"	"11上"	"中"	"--"	"28"	"青头萝卜"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"半直立"	"全裂"	"强"	"160"	"8下"	"致密"	"安徽阜南县"	"5"	"强"	"浅绿"	"--"	"V01A1207"	"Cruciferae(十字花科)"	"熟食"	"2667"	"白"	"13"	"--"	"--"
"221"	"抗花叶病毒病"	"Rs89(91)"	"多"	"安徽"	"--"	"深绿"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"安徽农科院园艺所"	"15"	"5.0"	"Raphanus(萝卜属)"	"卵圆"	"抗蚜虫弱"	"17"	"弱"	"浅绿"	"6"	"11中下"	"中"	"--"	"15"	"钻子萝卜"	"弱"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"深绿"	"强"	"中"	"直立"	"深裂"	"中"	"430"	"8上中"	"致密"	"安徽临泉县"	"2"	"中"	"浅绿"	"--"	"V01A1208"	"Cruciferae(十字花科)"	"熟食"	"3733"	"白"	"11"	"--"	"--"
"222"	"--"	"Rs101(92)"	"--"	"安徽"	"--"	"紫红"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"安徽农科院园艺所"	"13"	"7.2"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"18"	"中"	"白"	"9"	"11上"	"中晚"	"--"	"42"	"大紫萝卜"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"半直立"	"全裂"	"强"	"260"	"8下"	"致密"	"安徽霍邱县"	"7"	"强"	"浅绿"	"--"	"V01A1214"	"Cruciferae(十字花科)"	"熟食"	"3133"	"白"	"8"	"--"	"--"
"223"	"--"	"Rs97(92)"	"无"	"安徽"	"--"	"白"	"花叶"	"脆嫩"	"甜"	"--"	"--"	"安徽农科院园艺所"	"5"	"8.1"	"Raphanus(萝卜属)"	"长椭圆"	"--"	"13"	"强"	"白"	"7"	"10下"	"中早"	"--"	"34"	"花叶白萝卜"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"半直立"	"全裂"	"中"	"200"	"8下"	"致密"	"安徽歙县"	"7"	"中"	"浅绿"	"--"	"V01A1219"	"Cruciferae(十字花科)"	"熟食"	"3200"	"白"	"8"	"--"	"--"
"224"	"--"	"Rs98(92)"	"无"	"安徽"	"--"	"白"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"安徽农科院园艺所"	"3"	"8.4"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"11"	"强"	"白"	"5"	"10下"	"中早"	"--"	"30"	"板叶白萝卜"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"半直立"	"浅裂"	"中"	"150"	"8下"	"致密"	"安徽歙县"	"--"	"中"	"浅绿"	"--"	"V01A1220"	"Cruciferae(十字花科)"	"熟食"	"3000"	"白"	"10"	"--"	"--"
"225"	"强"	"A1-212"	"少"	"四川"	"--"	"浅绿"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"成都市第一农科所"	"3"	"12.4"	"Raphanus(萝卜属)"	"长椭圆"	"中"	"11"	"强"	"白"	"7"	"10下-11"	"中早"	"--"	"28"	"60早青头萝卜"	"弱"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"浅裂"	"中"	"380"	"8下-9"	"致密"	"四川崇州市"	"--"	"中"	"浅绿"	"--"	"V01A1225"	"Cruciferae(十字花科)"	"生食"	"2800"	"白"	"8"	"--"	"--"
"226"	"--"	"A1-166"	"--"	"四川"	"--"	"红"	"板叶"	"脆嫩"	"--"	"--"	"--"	"成都市第一农科所"	"8"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"21"	"--"	"白"	"8"	"9下-12上"	"中早"	"--"	"--"	"长大红萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"800"	"7上-9下"	"致密"	"四川新都县"	"--"	"--"	"--"	"--"	"V01A1226"	"Cruciferae(十字花科)"	"生食"	"--"	"红"	"--"	"--"	"--"
"227"	"强"	"A1-152"	"中"	"四川"	"--"	"粉红"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"成都市第一农科所"	"4"	"--"	"Raphanus(萝卜属)"	"长卵圆"	"强"	"10"	"中"	"白"	"6"	"7-12"	"早"	"--"	"13"	"红萝卜"	"中"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"多"	"半直立"	"浅裂"	"强"	"230"	"4-10"	"致密"	"四川越西县"	"2"	"强"	"红"	"--"	"V01A1235"	"Cruciferae(十字花科)"	"生食"	"1000"	"白"	"7"	"--"	"--"
"228"	"强"	"A1-203"	"中"	"四川"	"--"	"浅绿"	"花叶"	"脆嫩"	"甜"	"--"	"--"	"成都市第一农科所"	"3"	"10.6"	"Raphanus(萝卜属)"	"长卵圆"	"中"	"10"	"强"	"浅绿"	"9"	"10"	"早"	"--"	"32"	"60早萝卜"	"弱"	"近圆"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"深裂"	"中"	"400"	"8"	"致密"	"四川乐山市"	"2"	"中"	"浅绿"	"--"	"V01A1236"	"Cruciferae(十字花科)"	"腌制"	"2000"	"白"	"10"	"--"	"--"
